Ensembl Gene ID,Rat Ensembl Gene ID,Homology Type
ENSG00000230300,,
ENSG00000261258,,
ENSG00000226903,,
ENSG00000224924,,
ENSG00000264989,,
ENSG00000200072,,
ENSG00000260385,,
ENSG00000229520,,
ENSG00000215351,,
ENSG00000224243,,
ENSG00000226771,,
ENSG00000260102,,
ENSG00000221210,,
ENSG00000234730,,
ENSG00000260343,,
ENSG00000198434,,
ENSG00000223626,,
ENSG00000237527,,
ENSG00000264726,,
ENSG00000232684,,
ENSG00000238265,,
ENSG00000234603,,
ENSG00000236581,,
ENSG00000267868,,
ENSG00000188403,,
ENSG00000235280,,
ENSG00000269356,,
ENSG00000233997,,
ENSG00000269376,,
ENSG00000231882,,
ENSG00000230371,,
ENSG00000259490,ENSRNOG00000046728,ortholog_many2many
ENSG00000259490,ENSRNOG00000043109,ortholog_many2many
ENSG00000259490,ENSRNOG00000042305,ortholog_many2many
ENSG00000259490,ENSRNOG00000032671,ortholog_many2many
ENSG00000259490,ENSRNOG00000049252,ortholog_many2many
ENSG00000259490,ENSRNOG00000047599,ortholog_many2many
ENSG00000259490,ENSRNOG00000042569,ortholog_many2many
ENSG00000259490,ENSRNOG00000049525,ortholog_many2many
ENSG00000259490,ENSRNOG00000033376,ortholog_many2many
ENSG00000259490,ENSRNOG00000042996,ortholog_many2many
ENSG00000259490,ENSRNOG00000042319,ortholog_many2many
ENSG00000259490,ENSRNOG00000046352,ortholog_many2many
ENSG00000269125,,
ENSG00000227075,,
ENSG00000232662,,
ENSG00000270961,,
ENSG00000225083,,
ENSG00000233215,,
ENSG00000233613,,
ENSG00000271317,,
ENSG00000202347,,
ENSG00000227208,,
ENSG00000270783,,
ENSG00000233695,,
ENSG00000271197,,
ENSG00000272695,,
ENSG00000184856,,
ENSG00000227911,,
ENSG00000237699,,
ENSG00000271336,,
ENSG00000264288,,
ENSG00000265259,ENSRNOG00000041582,ortholog_one2many
ENSG00000260753,,
ENSG00000234340,,
ENSG00000230490,,
ENSG00000212051,,
ENSG00000226921,,
ENSG00000264365,,
ENSG00000273321,,
ENSG00000234535,,
ENSG00000232986,,
ENSG00000199636,,
ENSG00000265094,,
ENSG00000252397,,
ENSG00000263663,,
ENSG00000227254,,
ENSG00000229373,,
ENSG00000199196,,
ENSG00000215405,ENSRNOG00000011884,ortholog_one2many
ENSG00000271850,,
ENSG00000225179,,
ENSG00000231136,,
ENSG00000260910,,
ENSG00000271901,,
ENSG00000202339,,
ENSG00000232487,,
ENSG00000226043,,
ENSG00000231910,,
ENSG00000264539,,
ENSG00000261728,,
ENSG00000223488,,
ENSG00000265450,,
ENSG00000232795,,
ENSG00000226158,,
ENSG00000234835,,
ENSG00000229723,,
ENSG00000268343,,
ENSG00000221519,,
ENSG00000236036,,
ENSG00000207203,,
ENSG00000169861,,
ENSG00000266047,,
ENSG00000223383,,
ENSG00000222602,,
ENSG00000235306,,
ENSG00000223543,,
ENSG00000215486,,
ENSG00000261631,,
ENSG00000230031,ENSRNOG00000024504,ortholog_many2many
ENSG00000271337,,
ENSG00000236711,,
ENSG00000228825,,
ENSG00000232378,,
ENSG00000226161,,
ENSG00000221100,,
ENSG00000202395,,
ENSG00000230283,,
ENSG00000234034,,
ENSG00000230390,,
ENSG00000263796,,
ENSG00000199276,,
ENSG00000225906,,
ENSG00000228036,,
ENSG00000230972,,
ENSG00000259896,,
ENSG00000223685,,
ENSG00000219368,,
ENSG00000236354,,
ENSG00000231058,,
ENSG00000229437,,
ENSG00000223078,,
ENSG00000234701,,
ENSG00000228592,,
ENSG00000252795,,
ENSG00000212049,,
ENSG00000270824,,
ENSG00000225350,,
ENSG00000225221,,
ENSG00000270451,,
ENSG00000235550,,
ENSG00000223822,,
ENSG00000271255,,
ENSG00000214823,,
ENSG00000271305,,
ENSG00000238408,,
ENSG00000216014,,
ENSG00000264171,,
ENSG00000237569,,
ENSG00000200526,,
ENSG00000224351,,
ENSG00000138593,ENSRNOG00000008629,ortholog_one2one
ENSG00000270444,,
ENSG00000212553,,
ENSG00000270185,,
ENSG00000230710,,
ENSG00000271429,,
ENSG00000207458,,
ENSG00000268531,,
ENSG00000230058,,
ENSG00000252812,,
ENSG00000215483,,
ENSG00000229456,,
ENSG00000211491,,
ENSG00000207652,,
ENSG00000168852,,
ENSG00000233917,ENSRNOG00000024504,ortholog_many2many
ENSG00000166157,ENSRNOG00000024837,ortholog_one2many
ENSG00000260245,,
ENSG00000176268,,
ENSG00000239827,,
ENSG00000229473,,
ENSG00000264226,,
ENSG00000199698,,
ENSG00000244264,,
ENSG00000227716,,
ENSG00000215482,,
ENSG00000231986,,
ENSG00000238651,,
ENSG00000225133,,
ENSG00000235564,,
ENSG00000231404,,
ENSG00000226996,,
ENSG00000264695,,
ENSG00000223280,,
ENSG00000224018,,
ENSG00000266489,,
ENSG00000214222,,
ENSG00000224832,,
ENSG00000266181,,
ENSG00000205240,,
ENSG00000237484,,
ENSG00000265485,,
ENSG00000234655,,
ENSG00000263553,,
ENSG00000266520,,
ENSG00000215480,,
ENSG00000266809,,
ENSG00000263907,,
ENSG00000266573,,
ENSG00000263928,,
ENSG00000264042,,
ENSG00000264190,,
ENSG00000241406,,
ENSG00000206962,,
ENSG00000264345,,
ENSG00000229696,,
ENSG00000229248,,
ENSG00000226093,,
ENSG00000231530,,
ENSG00000265552,,
ENSG00000237263,,
ENSG00000264434,,
ENSG00000265679,,
ENSG00000242216,,
ENSG00000270809,,
ENSG00000264193,,
ENSG00000234213,,
ENSG00000243925,,
ENSG00000260703,,
ENSG00000233259,,
ENSG00000188985,,
ENSG00000271216,,
ENSG00000229546,,
ENSG00000266227,,
ENSG00000238025,,
ENSG00000256715,,
ENSG00000263829,,
ENSG00000229928,,
ENSG00000232540,,
ENSG00000266237,,
ENSG00000238189,,
ENSG00000252921,,
ENSG00000233821,,
ENSG00000264911,,
ENSG00000270522,,
ENSG00000207160,,
ENSG00000263862,,
ENSG00000166351,ENSRNOG00000012218,ortholog_many2many
ENSG00000252846,,
ENSG00000233725,,
ENSG00000263846,,
ENSG00000260283,,
ENSG00000269011,,
ENSG00000260372,,
ENSG00000179611,,
ENSG00000168675,ENSRNOG00000016879,ortholog_one2one
ENSG00000226519,,
ENSG00000227258,,
ENSG00000265369,,
ENSG00000235285,,
ENSG00000263677,,
ENSG00000230731,,
ENSG00000263382,,
ENSG00000237361,,
ENSG00000266184,,
ENSG00000266549,,
ENSG00000225727,,
ENSG00000265374,,
ENSG00000262684,,
ENSG00000230793,,
ENSG00000188992,ENSRNOG00000033441,ortholog_one2one
ENSG00000238932,,
ENSG00000237585,,
ENSG00000235097,,
ENSG00000223732,,
ENSG00000265802,,
ENSG00000223341,,
ENSG00000271818,,
ENSG00000252055,,
ENSG00000270381,,
ENSG00000221163,,
ENSG00000253051,,
ENSG00000199477,,
ENSG00000273149,,
ENSG00000185272,ENSRNOG00000029147,ortholog_one2one
ENSG00000182974,ENSRNOG00000012545,ortholog_one2many
ENSG00000226983,,
ENSG00000260770,,
ENSG00000183706,ENSRNOG00000047419,ortholog_one2one
ENSG00000170919,,
ENSG00000227090,,
ENSG00000230379,,
ENSG00000270505,,
ENSG00000269182,,
ENSG00000259261,ENSRNOG00000048791,ortholog_many2many
ENSG00000237444,,
ENSG00000244278,,
ENSG00000155304,ENSRNOG00000032834,ortholog_one2one
ENSG00000260320,,
ENSG00000228886,,
ENSG00000214455,,
ENSG00000251015,,
ENSG00000229303,,
ENSG00000200709,ENSRNOG00000047461,ortholog_one2many
ENSG00000197414,ENSRNOG00000011884,ortholog_one2many
ENSG00000232786,,
ENSG00000228869,,
ENSG00000235366,,
ENSG00000232512,,
ENSG00000237876,,
ENSG00000260178,,
ENSG00000223870,,
ENSG00000235903,,
ENSG00000222042,,
ENSG00000238627,ENSRNOG00000045172,ortholog_many2many
ENSG00000240767,,
ENSG00000238483,,
ENSG00000252854,,
ENSG00000251106,,
ENSG00000261097,,
ENSG00000223336,,
ENSG00000252385,,
ENSG00000166200,ENSRNOG00000008744,ortholog_one2one
ENSG00000155307,ENSRNOG00000030930,ortholog_one2one
ENSG00000241353,,
ENSG00000259958,,
ENSG00000243440,,
ENSG00000231817,,
ENSG00000227019,,
ENSG00000205105,,
ENSG00000260325,,
ENSG00000230243,,
ENSG00000224517,,
ENSG00000234590,,
ENSG00000244521,,
ENSG00000234145,,
ENSG00000229423,,
ENSG00000261378,,
ENSG00000228573,,
ENSG00000153575,ENSRNOG00000011480,ortholog_one2one
ENSG00000234689,,
ENSG00000260388,,
ENSG00000227848,,
ENSG00000263172,,
ENSG00000229111,,
ENSG00000262688,,
ENSG00000266571,,
ENSG00000224510,,
ENSG00000260752,,
ENSG00000231473,,
ENSG00000264151,,
ENSG00000238086,,
ENSG00000177197,,
ENSG00000233456,,
ENSG00000180530,ENSRNOG00000001585,ortholog_one2one
ENSG00000233610,,
ENSG00000264790,,
ENSG00000222391,,
ENSG00000225131,,
ENSG00000244329,,
ENSG00000265585,,
ENSG00000201662,,
ENSG00000263611,,
ENSG00000223724,,
ENSG00000265097,,
ENSG00000199788,,
ENSG00000235957,,
ENSG00000263405,,
ENSG00000231665,,
ENSG00000227279,,
ENSG00000236577,,
ENSG00000137824,ENSRNOG00000049007,ortholog_one2many
ENSG00000137824,ENSRNOG00000011690,ortholog_one2many
ENSG00000266296,,
ENSG00000176882,,
ENSG00000261371,,
ENSG00000265994,,
ENSG00000203547,,
ENSG00000271238,,
ENSG00000222148,,
ENSG00000181358,,
ENSG00000251719,,
ENSG00000265730,,
ENSG00000200064,,
ENSG00000212085,,
ENSG00000264526,,
ENSG00000264864,,
ENSG00000266479,,
ENSG00000259458,,
ENSG00000265980,,
ENSG00000221731,,
ENSG00000264587,,
ENSG00000266196,,
ENSG00000265670,,
ENSG00000251702,,
ENSG00000261521,,
ENSG00000231607,,
ENSG00000238376,,
ENSG00000238660,ENSRNOG00000043842,ortholog_one2many
ENSG00000265888,,
ENSG00000213885,,
ENSG00000263698,,
ENSG00000185433,,
ENSG00000266729,,
ENSG00000238314,,
ENSG00000229962,,
ENSG00000208006,ENSRNOG00000035638,ortholog_many2many
ENSG00000207019,,
ENSG00000214359,,
ENSG00000234883,ENSRNOG00000050840,ortholog_one2one
ENSG00000207240,,
ENSG00000266521,,
ENSG00000232150,,
ENSG00000260583,,
ENSG00000264859,,
ENSG00000237731,,
ENSG00000223676,,
ENSG00000227054,,
ENSG00000263304,,
ENSG00000252379,,
ENSG00000221198,,
ENSG00000235514,,
ENSG00000229323,,
ENSG00000259985,,
ENSG00000200472,,
ENSG00000137880,ENSRNOG00000012290,ortholog_one2one
ENSG00000265158,,
ENSG00000233783,,
ENSG00000263772,,
ENSG00000237152,,
ENSG00000251972,,
ENSG00000263924,,
ENSG00000200711,ENSRNOG00000041881,ortholog_one2many
ENSG00000224541,,
ENSG00000270518,,
ENSG00000270879,,
ENSG00000273492,,
ENSG00000222320,,
ENSG00000233672,,
ENSG00000263823,,
ENSG00000206802,,
ENSG00000265273,,
ENSG00000229025,,
ENSG00000266105,,
ENSG00000232692,,
ENSG00000263917,,
ENSG00000265063,,
ENSG00000214917,,
ENSG00000265008,,
ENSG00000238982,,
ENSG00000262917,,
ENSG00000263393,,
ENSG00000199373,,
ENSG00000265279,,
ENSG00000263904,,
ENSG00000222395,,
ENSG00000264982,,
ENSG00000215492,,
ENSG00000260389,,
ENSG00000104129,ENSRNOG00000000345,ortholog_one2many
ENSG00000104129,ENSRNOG00000012368,ortholog_one2many
ENSG00000104129,ENSRNOG00000038337,ortholog_one2many
ENSG00000221621,,
ENSG00000177150,ENSRNOG00000016740,ortholog_one2one
ENSG00000263688,,
ENSG00000123201,,
ENSG00000155313,ENSRNOG00000050713,ortholog_one2many
ENSG00000155313,ENSRNOG00000001573,ortholog_one2many
ENSG00000197934,,
ENSG00000273115,,
ENSG00000223563,,
ENSG00000266133,,
ENSG00000215326,,
ENSG00000231236,,
ENSG00000236332,,
ENSG00000222920,ENSRNOG00000044940,ortholog_one2one
ENSG00000226792,,
ENSG00000214878,,
ENSG00000271242,,
ENSG00000263077,,
ENSG00000266072,,
ENSG00000269965,,
ENSG00000270101,,
ENSG00000101638,ENSRNOG00000022691,ortholog_one2one
ENSG00000236778,,
ENSG00000232560,,
ENSG00000265146,,
ENSG00000262931,,
ENSG00000224892,,
ENSG00000243900,,
ENSG00000229906,,
ENSG00000266611,,
ENSG00000263046,,
ENSG00000252141,,
ENSG00000206920,,
ENSG00000242893,,
ENSG00000224451,,
ENSG00000231856,,
ENSG00000232872,,
ENSG00000236044,,
ENSG00000261138,,
ENSG00000217576,,
ENSG00000239823,,
ENSG00000265031,,
ENSG00000266804,,
ENSG00000261387,,
ENSG00000265387,,
ENSG00000154639,ENSRNOG00000001557,ortholog_one2one
ENSG00000265492,,
ENSG00000263516,,
ENSG00000243406,,
ENSG00000101654,ENSRNOG00000016698,ortholog_one2one
ENSG00000261074,,
ENSG00000078043,ENSRNOG00000017493,ortholog_one2one
ENSG00000272281,,
ENSG00000156958,ENSRNOG00000009289,ortholog_one2one
ENSG00000260220,,
ENSG00000266342,,
ENSG00000154640,ENSRNOG00000001555,ortholog_one2one
ENSG00000233300,,
ENSG00000271236,,
ENSG00000217026,,
ENSG00000219592,,
ENSG00000234052,,
ENSG00000261183,,
ENSG00000188277,ENSRNOG00000025980,ortholog_one2one
ENSG00000249139,ENSRNOG00000028908,ortholog_one2many
ENSG00000225298,,
ENSG00000264256,,
ENSG00000260587,,
ENSG00000251161,,
ENSG00000234083,,
ENSG00000259405,,
ENSG00000178457,,
ENSG00000259617,,
ENSG00000259463,,
ENSG00000232079,,
ENSG00000259521,,
ENSG00000259880,,
ENSG00000259547,,
ENSG00000158901,ENSRNOG00000014771,ortholog_one2one
ENSG00000140416,ENSRNOG00000018184,ortholog_many2many
ENSG00000157021,,
ENSG00000240847,,
ENSG00000259956,,
ENSG00000180205,ENSRNOG00000031380,ortholog_one2one
ENSG00000154642,ENSRNOG00000001554,ortholog_one2one
ENSG00000247556,,
ENSG00000260383,,
ENSG00000243355,,
ENSG00000263765,,
ENSG00000263450,,
ENSG00000267642,,
ENSG00000199204,,
ENSG00000267746,,
ENSG00000267585,,
ENSG00000268873,,
ENSG00000221409,,
ENSG00000268573,,
ENSG00000257267,,
ENSG00000239683,,
ENSG00000267583,,
ENSG00000266965,,
ENSG00000267397,,
ENSG00000140577,ENSRNOG00000011975,ortholog_one2many
ENSG00000140577,ENSRNOG00000048380,ortholog_one2many
ENSG00000267797,,
ENSG00000207797,ENSRNOG00000035521,ortholog_one2one
ENSG00000261236,,
ENSG00000265641,,
ENSG00000166140,ENSRNOG00000012528,ortholog_one2one
ENSG00000267627,,
ENSG00000260552,,
ENSG00000267404,,
ENSG00000267456,,
ENSG00000101138,ENSRNOG00000004775,ortholog_one2one
ENSG00000252078,,
ENSG00000267039,,
ENSG00000267651,,
ENSG00000154645,ENSRNOG00000001915,ortholog_one2one
ENSG00000260623,,
ENSG00000267707,,
ENSG00000267202,,
ENSG00000266530,,
ENSG00000243516,,
ENSG00000268566,,
ENSG00000222704,,
ENSG00000253038,,
ENSG00000271564,,
ENSG00000260428,,
ENSG00000267374,,
ENSG00000199605,,
ENSG00000235660,,
ENSG00000180305,ENSRNOG00000026067,ortholog_one2one
ENSG00000175886,,
ENSG00000244471,,
ENSG00000259396,,
ENSG00000266148,,
ENSG00000200407,,
ENSG00000068793,ENSRNOG00000011945,ortholog_one2one
ENSG00000259838,,
ENSG00000212354,,
ENSG00000267413,,
ENSG00000180083,ENSRNOG00000033980,ortholog_one2one
ENSG00000198384,,
ENSG00000260926,,
ENSG00000261715,,
ENSG00000207766,,
ENSG00000267664,,
ENSG00000270702,,
ENSG00000238333,,
ENSG00000260814,,
ENSG00000250379,,
ENSG00000182931,,
ENSG00000265557,,
ENSG00000267313,,
ENSG00000154646,ENSRNOG00000001916,ortholog_one2one
ENSG00000200293,,
ENSG00000264850,,
ENSG00000259792,,
ENSG00000174171,,
ENSG00000168634,ENSRNOG00000045656,ortholog_one2one
ENSG00000221476,,
ENSG00000199633,,
ENSG00000267652,,
ENSG00000272003,,
ENSG00000225253,,
ENSG00000260988,,
ENSG00000259883,,
ENSG00000149651,ENSRNOG00000014794,ortholog_one2one
ENSG00000267088,,
ENSG00000246740,,
ENSG00000259708,,
ENSG00000257797,,
ENSG00000272418,,
ENSG00000259562,,
ENSG00000261132,,
ENSG00000259322,,
ENSG00000259413,,
ENSG00000259474,,
ENSG00000261762,,
ENSG00000267586,,
ENSG00000259555,,
ENSG00000261443,,
ENSG00000101365,ENSRNOG00000007316,ortholog_one2one
ENSG00000250299,,
ENSG00000261303,,
ENSG00000167216,ENSRNOG00000017788,ortholog_one2one
ENSG00000124116,ENSRNOG00000042162,ortholog_one2one
ENSG00000211579,,
ENSG00000150276,,
ENSG00000237092,,
ENSG00000225510,,
ENSG00000087589,ENSRNOG00000021560,ortholog_one2one
ENSG00000241613,,
ENSG00000220990,,
ENSG00000213307,,
ENSG00000261517,,
ENSG00000238166,,
ENSG00000234787,,
ENSG00000243711,,
ENSG00000236532,,
ENSG00000271652,,
ENSG00000252061,,
ENSG00000207712,,
ENSG00000177699,,
ENSG00000136149,,
ENSG00000261002,,
ENSG00000154654,ENSRNOG00000002126,ortholog_one2one
ENSG00000239022,,
ENSG00000266699,,
ENSG00000232855,,
ENSG00000260571,,
ENSG00000264387,,
ENSG00000228611,,
ENSG00000228319,,
ENSG00000226935,,
ENSG00000238455,,
ENSG00000259234,,
ENSG00000201665,,
ENSG00000271140,,
ENSG00000251894,,
ENSG00000230009,,
ENSG00000215005,,
ENSG00000166143,ENSRNOG00000012648,ortholog_one2one
ENSG00000234421,,
ENSG00000215317,,
ENSG00000176054,,
ENSG00000207695,ENSRNOG00000035522,ortholog_one2one
ENSG00000258461,,
ENSG00000273254,,
ENSG00000259419,,
ENSG00000225352,,
ENSG00000231125,,
ENSG00000202422,,
ENSG00000266543,,
ENSG00000232954,,
ENSG00000232687,,
ENSG00000261712,,
ENSG00000201984,,
ENSG00000222733,,
ENSG00000212479,,
ENSG00000214335,,
ENSG00000259493,,
ENSG00000224649,,
ENSG00000261698,,
ENSG00000223717,,
ENSG00000259208,,
ENSG00000214281,,
ENSG00000166262,ENSRNOG00000037124,ortholog_one2one
ENSG00000232647,,
ENSG00000215533,,
ENSG00000260674,,
ENSG00000271190,,
ENSG00000239003,,
ENSG00000213527,,
ENSG00000227528,,
ENSG00000265745,,
ENSG00000223815,,
ENSG00000176136,ENSRNOG00000016685,ortholog_one2one
ENSG00000226332,,
ENSG00000202151,,
ENSG00000227336,,
ENSG00000265329,,
ENSG00000238213,,
ENSG00000212054,,
ENSG00000228812,,
ENSG00000223076,ENSRNOG00000044385,ortholog_one2one
ENSG00000236608,,
ENSG00000229207,,
ENSG00000225249,,
ENSG00000185231,ENSRNOG00000016681,ortholog_one2one
ENSG00000207032,,
ENSG00000233017,,
ENSG00000251697,,
ENSG00000206854,,
ENSG00000272050,,
ENSG00000230729,,
ENSG00000103642,ENSRNOG00000018081,ortholog_one2one
ENSG00000253018,,
ENSG00000260542,,
ENSG00000227510,,
ENSG00000232983,,
ENSG00000266663,,
ENSG00000236056,,
ENSG00000212007,,
ENSG00000234033,,
ENSG00000174403,,
ENSG00000237159,,
ENSG00000248476,,
ENSG00000270856,,
ENSG00000229578,,
ENSG00000197299,ENSRNOG00000011213,ortholog_one2one
ENSG00000273017,,
ENSG00000199017,ENSRNOG00000050588,ortholog_one2one
ENSG00000230142,,
ENSG00000261215,,
ENSG00000207764,ENSRNOG00000048075,ortholog_one2one
ENSG00000230074,,
ENSG00000226094,,
ENSG00000227611,,
ENSG00000253040,ENSRNOG00000044504,ortholog_one2one
ENSG00000202250,,
ENSG00000229307,,
ENSG00000264490,,
ENSG00000267716,,
ENSG00000154719,ENSRNOG00000047563,ortholog_one2one
ENSG00000257198,,
ENSG00000232105,,
ENSG00000202060,ENSRNOG00000034413,ortholog_one2many
ENSG00000232121,,
ENSG00000267573,,
ENSG00000229882,,
ENSG00000261678,,
ENSG00000271465,,
ENSG00000267337,,
ENSG00000228669,,
ENSG00000232803,,
ENSG00000267414,,
ENSG00000227564,,
ENSG00000187791,,
ENSG00000265957,,
ENSG00000175322,ENSRNOG00000047145,ortholog_many2many
ENSG00000231061,,
ENSG00000267101,,
ENSG00000237687,,
ENSG00000215430,,
ENSG00000223669,,
ENSG00000237378,,
ENSG00000101160,ENSRNOG00000050697,ortholog_one2one
ENSG00000228705,,
ENSG00000267097,,
ENSG00000178723,,
ENSG00000202478,,
ENSG00000229873,,
ENSG00000261587,,
ENSG00000022277,ENSRNOG00000005083,ortholog_one2one
ENSG00000213232,,
ENSG00000215199,,
ENSG00000233838,,
ENSG00000233148,,
ENSG00000241568,,
ENSG00000219926,,
ENSG00000266988,,
ENSG00000236527,,
