Ensembl Gene ID,Chimp Ensembl Gene ID,Homology Type
ENSG00000202237,ENSPTRG00000026652,ortholog_one2one
ENSG00000214051,,
ENSG00000233588,,
ENSG00000229599,,
ENSG00000236339,,
ENSG00000272349,,
ENSG00000221670,,
ENSG00000201155,ENSPTRG00000026958,ortholog_one2one
ENSG00000236758,,
ENSG00000215399,,
ENSG00000265164,,
ENSG00000223460,,
ENSG00000229975,,
ENSG00000270680,,
ENSG00000201690,ENSPTRG00000026783,ortholog_one2one
ENSG00000179141,,
ENSG00000264482,,
ENSG00000236860,,
ENSG00000236258,,
ENSG00000224329,,
ENSG00000243319,,
ENSG00000224405,,
ENSG00000234445,,
ENSG00000122043,,
ENSG00000272143,,
ENSG00000266505,,
ENSG00000270581,,
ENSG00000261057,,
ENSG00000224511,,
ENSG00000269942,,
ENSG00000232117,,
ENSG00000238869,ENSPTRG00000036939,ortholog_one2one
ENSG00000231633,,
ENSG00000232643,,
ENSG00000222301,ENSPTRG00000038066,ortholog_many2many
ENSG00000266816,ENSPTRG00000039893,ortholog_one2one
ENSG00000252928,ENSPTRG00000037710,ortholog_one2one
ENSG00000250878,,
ENSG00000215049,,
ENSG00000272542,,
ENSG00000236463,,
ENSG00000234551,,
ENSG00000230474,,
ENSG00000225823,,
ENSG00000232307,,
ENSG00000238121,,
ENSG00000226620,,
ENSG00000225039,,
ENSG00000261577,,
ENSG00000252550,ENSPTRG00000027163,ortholog_one2one
ENSG00000236444,,
ENSG00000222643,ENSPTRG00000033651,ortholog_one2one
ENSG00000222682,ENSPTRG00000035548,ortholog_one2one
ENSG00000213411,,
ENSG00000233532,,
ENSG00000232489,,
ENSG00000174418,,
ENSG00000224117,,
ENSG00000272274,,
ENSG00000230156,,
ENSG00000237879,,
ENSG00000227590,,
ENSG00000174408,,
ENSG00000224743,,
ENSG00000196777,,
ENSG00000239050,ENSPTRG00000039871,ortholog_many2many
ENSG00000221316,ENSPTRG00000035025,ortholog_many2many
ENSG00000201847,ENSPTRG00000025999,ortholog_one2one
ENSG00000221650,,
ENSG00000221473,ENSPTRG00000035771,ortholog_one2one
ENSG00000227248,,
ENSG00000223177,ENSPTRG00000035417,ortholog_one2one
ENSG00000232087,,
ENSG00000229938,,
ENSG00000236094,,
ENSG00000236242,,
ENSG00000238185,,
ENSG00000223617,,
ENSG00000230233,,
ENSG00000230403,,
ENSG00000236053,,
ENSG00000261163,,
ENSG00000265841,ENSPTRG00000041447,ortholog_one2one
ENSG00000231894,,
ENSG00000229792,,
ENSG00000221041,ENSPTRG00000039882,ortholog_one2one
ENSG00000234854,,
ENSG00000198618,,
ENSG00000229427,,
ENSG00000255813,,
ENSG00000201161,ENSPTRG00000036283,ortholog_one2one
ENSG00000231428,,
ENSG00000232193,,
ENSG00000229715,,
ENSG00000226204,,
ENSG00000265885,ENSPTRG00000040249,ortholog_one2one
ENSG00000238629,ENSPTRG00000036717,ortholog_one2one
ENSG00000235965,,
ENSG00000224821,,
ENSG00000235822,,
ENSG00000229289,,
ENSG00000237637,,
ENSG00000232814,,
ENSG00000226818,,
ENSG00000230633,,
ENSG00000255831,,
ENSG00000231620,,
ENSG00000215515,,
ENSG00000225239,,
ENSG00000212609,ENSPTRG00000033420,ortholog_one2one
ENSG00000259831,,
ENSG00000212293,ENSPTRG00000033419,ortholog_one2one
ENSG00000230198,,
ENSG00000270008,,
ENSG00000229152,,
ENSG00000271486,,
ENSG00000229336,,
ENSG00000229800,,
ENSG00000227105,,
ENSG00000215353,,
ENSG00000233480,,
ENSG00000225760,,
ENSG00000233236,,
ENSG00000225870,,
ENSG00000251851,ENSPTRG00000038323,ortholog_one2one
ENSG00000252963,ENSPTRG00000037267,ortholog_one2one
ENSG00000235875,,
ENSG00000207325,ENSPTRG00000026752,ortholog_one2one
ENSG00000233676,,
ENSG00000226968,,
ENSG00000233644,,
ENSG00000234439,,
ENSG00000227352,,
ENSG00000227604,,
ENSG00000233206,,
ENSG00000221677,,
ENSG00000215881,,
ENSG00000230300,,
ENSG00000261258,,
ENSG00000226903,,
ENSG00000224924,,
ENSG00000264989,,
ENSG00000200072,ENSPTRG00000027484,ortholog_one2one
ENSG00000260385,,
ENSG00000229520,,
ENSG00000215351,,
ENSG00000224243,,
ENSG00000226771,,
ENSG00000260102,,
ENSG00000221210,,
ENSG00000234730,,
ENSG00000260343,,
ENSG00000198434,,
ENSG00000223626,,
ENSG00000237527,,
ENSG00000264726,,
ENSG00000232684,,
ENSG00000238265,,
ENSG00000234603,,
ENSG00000236581,,
ENSG00000267868,,
ENSG00000188403,ENSPTRG00000030364,ortholog_one2many
ENSG00000235280,,
ENSG00000269356,,
ENSG00000233997,,
ENSG00000269376,,
ENSG00000231882,,
ENSG00000230371,,
ENSG00000259490,,
ENSG00000269125,,
ENSG00000227075,,
ENSG00000232662,,
ENSG00000270961,,
ENSG00000225083,,
ENSG00000233215,,
ENSG00000233613,,
ENSG00000271317,,
ENSG00000202347,ENSPTRG00000025964,ortholog_one2one
ENSG00000227208,,
ENSG00000270783,,
ENSG00000233695,,
ENSG00000271197,,
ENSG00000272695,,
ENSG00000184856,,
ENSG00000227911,,
ENSG00000237699,,
ENSG00000271336,,
ENSG00000264288,,
ENSG00000265259,ENSPTRG00000041204,ortholog_many2many
ENSG00000260753,,
ENSG00000234340,,
ENSG00000230490,,
ENSG00000212051,ENSPTRG00000032387,ortholog_one2one
ENSG00000226921,,
ENSG00000264365,,
ENSG00000273321,,
ENSG00000234535,,
ENSG00000232986,,
ENSG00000199636,ENSPTRG00000025485,ortholog_one2one
ENSG00000265094,,
ENSG00000252397,ENSPTRG00000037981,ortholog_one2one
ENSG00000263663,ENSPTRG00000036091,ortholog_many2many
ENSG00000227254,,
ENSG00000229373,,
ENSG00000199196,ENSPTRG00000026730,ortholog_one2one
ENSG00000215405,ENSPTRG00000030350,ortholog_one2many
ENSG00000271850,,
ENSG00000225179,,
ENSG00000231136,,
ENSG00000260910,,
ENSG00000271901,,
ENSG00000202339,ENSPTRG00000026954,ortholog_one2one
ENSG00000232487,,
ENSG00000226043,,
ENSG00000231910,,
ENSG00000264539,ENSPTRG00000035903,ortholog_many2many
ENSG00000261728,,
ENSG00000223488,,
ENSG00000265450,,
ENSG00000232795,,
ENSG00000226158,,
ENSG00000234835,,
ENSG00000229723,,
ENSG00000268343,,
ENSG00000221519,ENSPTRG00000035194,ortholog_one2one
ENSG00000236036,,
ENSG00000207203,ENSPTRG00000026247,ortholog_one2one
ENSG00000169861,ENSPTRG00000030364,ortholog_one2many
ENSG00000266047,ENSPTRG00000041361,ortholog_one2one
ENSG00000223383,,
ENSG00000222602,ENSPTRG00000036614,ortholog_one2one
ENSG00000235306,,
ENSG00000223543,,
ENSG00000215486,,
ENSG00000261631,,
ENSG00000230031,ENSPTRG00000024151,ortholog_one2many
ENSG00000271337,,
ENSG00000236711,,
ENSG00000228825,,
ENSG00000232378,,
ENSG00000226161,,
ENSG00000221100,,
ENSG00000202395,,
ENSG00000230283,,
ENSG00000234034,,
ENSG00000230390,,
ENSG00000263796,ENSPTRG00000041078,ortholog_one2one
ENSG00000199276,ENSPTRG00000024795,ortholog_one2one
ENSG00000225906,,
ENSG00000228036,,
ENSG00000230972,,
ENSG00000259896,,
ENSG00000223685,,
ENSG00000219368,,
ENSG00000236354,,
ENSG00000231058,,
ENSG00000229437,,
ENSG00000223078,ENSPTRG00000036505,ortholog_one2one
ENSG00000234701,,
ENSG00000228592,,
ENSG00000252795,ENSPTRG00000036669,ortholog_one2one
ENSG00000212049,ENSPTRG00000034608,ortholog_one2one
ENSG00000270824,,
ENSG00000225350,,
ENSG00000225221,,
ENSG00000270451,,
ENSG00000235550,,
ENSG00000223822,,
ENSG00000271255,,
ENSG00000214823,,
ENSG00000271305,,
ENSG00000238408,ENSPTRG00000036914,ortholog_one2one
ENSG00000216014,ENSPTRG00000033558,ortholog_one2one
ENSG00000264171,,
ENSG00000237569,,
ENSG00000200526,ENSPTRG00000031650,ortholog_one2one
ENSG00000224351,,
ENSG00000138593,ENSPTRG00000007050,ortholog_one2one
ENSG00000270444,,
ENSG00000212553,ENSPTRG00000033299,ortholog_one2one
ENSG00000270185,,
ENSG00000230710,,
ENSG00000271429,,
ENSG00000207458,ENSPTRG00000032848,ortholog_one2one
ENSG00000268531,,
ENSG00000230058,,
ENSG00000252812,ENSPTRG00000037189,ortholog_one2one
ENSG00000215483,,
ENSG00000229456,,
ENSG00000211491,ENSPTRG00000032024,ortholog_one2one
ENSG00000207652,ENSPTRG00000028079,ortholog_one2one
ENSG00000168852,,
ENSG00000233917,ENSPTRG00000024151,ortholog_one2many
ENSG00000166157,,
ENSG00000260245,,
ENSG00000176268,,
ENSG00000239827,,
ENSG00000229473,,
ENSG00000264226,,
ENSG00000199698,ENSPTRG00000031503,ortholog_one2one
ENSG00000244264,ENSPTRG00000041280,ortholog_one2one
ENSG00000227716,,
ENSG00000215482,,
ENSG00000231986,,
ENSG00000238651,ENSPTRG00000037641,ortholog_one2one
ENSG00000225133,,
ENSG00000235564,,
ENSG00000231404,,
ENSG00000226996,,
ENSG00000264695,,
ENSG00000223280,ENSPTRG00000036732,ortholog_one2one
ENSG00000224018,,
ENSG00000266489,,
ENSG00000214222,,
ENSG00000224832,,
ENSG00000266181,,
ENSG00000205240,,
ENSG00000237484,,
ENSG00000265485,,
ENSG00000234655,,
ENSG00000263553,,
ENSG00000266520,,
ENSG00000215480,,
ENSG00000266809,,
ENSG00000263907,,
ENSG00000266573,,
ENSG00000263928,,
ENSG00000264042,,
ENSG00000264190,,
ENSG00000241406,ENSPTRG00000041820,ortholog_one2one
ENSG00000206962,ENSPTRG00000024860,ortholog_one2one
ENSG00000264345,,
ENSG00000229696,,
ENSG00000229248,,
ENSG00000226093,,
ENSG00000231530,,
ENSG00000265552,,
ENSG00000237263,,
ENSG00000264434,,
ENSG00000265679,,
ENSG00000242216,ENSPTRG00000041056,ortholog_one2one
ENSG00000270809,,
ENSG00000264193,,
ENSG00000234213,,
ENSG00000243925,,
ENSG00000260703,,
ENSG00000233259,,
ENSG00000188985,,
ENSG00000271216,,
ENSG00000229546,,
ENSG00000266227,,
ENSG00000238025,,
ENSG00000256715,ENSPTRG00000040132,ortholog_one2many
ENSG00000263829,,
ENSG00000229928,,
ENSG00000232540,,
ENSG00000266237,,
ENSG00000238189,,
ENSG00000252921,ENSPTRG00000036856,ortholog_many2many
ENSG00000233821,,
ENSG00000264911,,
ENSG00000270522,,
ENSG00000207160,ENSPTRG00000025553,ortholog_one2one
ENSG00000263862,,
ENSG00000166351,ENSPTRG00000024151,ortholog_one2many
ENSG00000252846,,
ENSG00000233725,,
ENSG00000263846,,
ENSG00000260283,,
ENSG00000269011,,
ENSG00000260372,,
ENSG00000179611,,
ENSG00000168675,ENSPTRG00000023007,ortholog_one2one
ENSG00000226519,,
ENSG00000227258,,
ENSG00000265369,ENSPTRG00000024468,ortholog_one2one
ENSG00000235285,,
ENSG00000263677,,
ENSG00000230731,,
ENSG00000263382,,
ENSG00000237361,,
ENSG00000266184,,
ENSG00000266549,,
ENSG00000225727,,
ENSG00000265374,,
ENSG00000262684,,
ENSG00000230793,,
ENSG00000188992,ENSPTRG00000013785,ortholog_one2one
ENSG00000238932,ENSPTRG00000038614,ortholog_one2one
ENSG00000237585,,
ENSG00000235097,,
ENSG00000223732,,
ENSG00000265802,ENSPTRG00000038698,ortholog_one2one
ENSG00000223341,ENSPTRG00000036452,ortholog_one2one
ENSG00000271818,ENSPTRG00000025746,ortholog_one2one
ENSG00000252055,ENSPTRG00000037861,ortholog_one2one
ENSG00000270381,,
ENSG00000221163,,
ENSG00000253051,ENSPTRG00000037477,ortholog_one2one
ENSG00000199477,ENSPTRG00000025283,ortholog_one2one
ENSG00000273149,,
ENSG00000185272,ENSPTRG00000013786,ortholog_one2one
ENSG00000182974,,
ENSG00000226983,,
ENSG00000260770,,
ENSG00000183706,,
ENSG00000170919,,
ENSG00000227090,,
ENSG00000230379,,
ENSG00000270505,,
ENSG00000269182,,
ENSG00000259261,,
ENSG00000237444,,
ENSG00000244278,,
ENSG00000155304,ENSPTRG00000013790,ortholog_one2one
ENSG00000260320,,
ENSG00000228886,,
ENSG00000214455,,
ENSG00000251015,,
ENSG00000229303,,
ENSG00000200709,ENSPTRG00000026442,ortholog_one2one
ENSG00000197414,ENSPTRG00000030350,ortholog_one2many
ENSG00000232786,,
ENSG00000228869,,
ENSG00000235366,,
ENSG00000232512,ENSPTRG00000036594,ortholog_one2one
ENSG00000237876,,
ENSG00000260178,,
ENSG00000223870,,
ENSG00000235903,,
ENSG00000222042,,
ENSG00000238627,ENSPTRG00000024778,ortholog_one2one
ENSG00000240767,ENSPTRG00000040127,ortholog_one2one
ENSG00000238483,ENSPTRG00000038079,ortholog_one2one
ENSG00000252854,ENSPTRG00000036852,ortholog_one2one
ENSG00000251106,,
ENSG00000261097,,
ENSG00000223336,ENSPTRG00000036233,ortholog_one2one
ENSG00000252385,ENSPTRG00000037196,ortholog_one2one
ENSG00000166200,ENSPTRG00000007051,ortholog_one2one
ENSG00000155307,ENSPTRG00000013791,ortholog_one2one
ENSG00000241353,,
ENSG00000259958,,
ENSG00000243440,,
ENSG00000231817,,
ENSG00000227019,,
ENSG00000205105,,
ENSG00000260325,,
ENSG00000230243,,
ENSG00000224517,,
ENSG00000234590,,
ENSG00000244521,ENSPTRG00000039550,ortholog_one2one
ENSG00000234145,,
ENSG00000229423,,
ENSG00000261378,,
ENSG00000228573,,
ENSG00000153575,ENSPTRG00000006817,ortholog_one2one
ENSG00000234689,,
ENSG00000260388,,
ENSG00000227848,,
ENSG00000263172,,
ENSG00000229111,,
ENSG00000262688,,
ENSG00000266571,,
ENSG00000224510,,
ENSG00000260752,,
ENSG00000231473,,
ENSG00000264151,,
ENSG00000238086,,
ENSG00000177197,,
ENSG00000233456,,
ENSG00000180530,ENSPTRG00000013792,ortholog_one2one
ENSG00000233610,,
ENSG00000264790,,
ENSG00000222391,ENSPTRG00000038809,ortholog_one2one
ENSG00000225131,,
ENSG00000244329,,
ENSG00000265585,,
ENSG00000201662,ENSPTRG00000025373,ortholog_one2one
ENSG00000263611,,
ENSG00000223724,,
ENSG00000265097,,
ENSG00000199788,ENSPTRG00000032872,ortholog_one2one
ENSG00000235957,,
ENSG00000263405,,
ENSG00000231665,,
ENSG00000227279,,
ENSG00000236577,,
ENSG00000137824,ENSPTRG00000006927,ortholog_one2one
ENSG00000266296,,
ENSG00000176882,,
ENSG00000261371,,
ENSG00000265994,,
ENSG00000203547,,
ENSG00000271238,,
ENSG00000222148,ENSPTRG00000035684,ortholog_one2one
ENSG00000181358,,
ENSG00000251719,ENSPTRG00000038491,ortholog_one2one
ENSG00000265730,ENSPTRG00000039351,ortholog_many2many
ENSG00000200064,ENSPTRG00000026879,ortholog_one2one
ENSG00000212085,,
ENSG00000264526,,
ENSG00000264864,,
ENSG00000266479,,
ENSG00000259458,,
ENSG00000265980,,
ENSG00000221731,ENSPTRG00000039265,ortholog_many2many
ENSG00000264587,,
ENSG00000266196,,
ENSG00000265670,,
ENSG00000251702,ENSPTRG00000038378,ortholog_one2one
ENSG00000261521,,
ENSG00000231607,,
ENSG00000238376,ENSPTRG00000038480,ortholog_one2one
ENSG00000238660,ENSPTRG00000038581,ortholog_one2one
ENSG00000265888,,
ENSG00000213885,,
ENSG00000263698,,
ENSG00000185433,,
ENSG00000266729,,
ENSG00000238314,ENSPTRG00000036863,ortholog_one2one
ENSG00000229962,,
ENSG00000208006,ENSPTRG00000027828,ortholog_one2one
ENSG00000207019,ENSPTRG00000025913,ortholog_one2one
ENSG00000214359,,
ENSG00000234883,ENSPTRG00000027690,ortholog_one2one
ENSG00000207240,ENSPTRG00000025524,ortholog_one2one
ENSG00000266521,,
ENSG00000232150,,
ENSG00000260583,,
ENSG00000264859,,
ENSG00000237731,,
ENSG00000223676,,
ENSG00000227054,,
ENSG00000263304,,
ENSG00000252379,ENSPTRG00000037725,ortholog_one2one
ENSG00000221198,ENSPTRG00000033612,ortholog_one2one
ENSG00000235514,,
ENSG00000229323,,
ENSG00000259985,,
ENSG00000200472,ENSPTRG00000033329,ortholog_one2one
ENSG00000137880,ENSPTRG00000006928,ortholog_one2one
ENSG00000265158,,
ENSG00000233783,,
ENSG00000263772,,
ENSG00000237152,,
ENSG00000251972,ENSPTRG00000036910,ortholog_one2one
ENSG00000263924,,
ENSG00000200711,ENSPTRG00000027147,ortholog_one2one
ENSG00000224541,,
ENSG00000270518,,
ENSG00000270879,,
ENSG00000273492,,
ENSG00000222320,,
ENSG00000233672,,
ENSG00000263823,,
ENSG00000206802,ENSPTRG00000026424,ortholog_one2one
ENSG00000265273,,
ENSG00000229025,,
ENSG00000266105,,
ENSG00000232692,,
ENSG00000263917,,
ENSG00000265063,,
ENSG00000214917,,
ENSG00000265008,,
ENSG00000238982,ENSPTRG00000037161,ortholog_one2one
ENSG00000262917,,
ENSG00000263393,,
ENSG00000199373,ENSPTRG00000032726,ortholog_one2one
ENSG00000265279,,
ENSG00000263904,,
ENSG00000222395,ENSPTRG00000036291,ortholog_one2one
ENSG00000264982,,
ENSG00000215492,,
ENSG00000260389,,
ENSG00000104129,ENSPTRG00000006929,ortholog_one2one
ENSG00000221621,ENSPTRG00000039771,ortholog_many2many
ENSG00000177150,ENSPTRG00000009889,ortholog_one2one
ENSG00000263688,,
ENSG00000123201,,
ENSG00000155313,ENSPTRG00000013793,ortholog_one2one
ENSG00000197934,,
ENSG00000273115,,
ENSG00000223563,,
ENSG00000266133,,
ENSG00000215326,,
ENSG00000231236,,
ENSG00000236332,,
ENSG00000222920,,
ENSG00000226792,,
ENSG00000214878,,
ENSG00000271242,,
ENSG00000263077,,
ENSG00000266072,,
ENSG00000269965,,
ENSG00000270101,,
ENSG00000101638,ENSPTRG00000009997,ortholog_one2one
ENSG00000236778,,
ENSG00000232560,ENSPTRG00000017695,ortholog_one2one
ENSG00000265146,,
ENSG00000262931,,
ENSG00000224892,,
ENSG00000243900,ENSPTRG00000040213,ortholog_one2one
ENSG00000229906,,
ENSG00000266611,,
ENSG00000263046,,
ENSG00000252141,ENSPTRG00000037229,ortholog_one2one
ENSG00000206920,ENSPTRG00000033173,ortholog_one2one
ENSG00000242893,ENSPTRG00000040113,ortholog_one2one
ENSG00000224451,,
ENSG00000231856,,
ENSG00000232872,,
ENSG00000236044,,
ENSG00000261138,,
ENSG00000217576,,
ENSG00000239823,,
ENSG00000265031,,
ENSG00000266804,,
ENSG00000261387,,
ENSG00000265387,,
ENSG00000154639,ENSPTRG00000013795,ortholog_one2one
ENSG00000265492,,
ENSG00000263516,,
ENSG00000243406,,
ENSG00000101654,ENSPTRG00000009890,ortholog_one2one
ENSG00000261074,,
ENSG00000078043,ENSPTRG00000009998,ortholog_one2one
ENSG00000272281,,
ENSG00000156958,ENSPTRG00000007052,ortholog_one2one
ENSG00000260220,,
ENSG00000266342,,
ENSG00000154640,ENSPTRG00000013797,ortholog_one2one
ENSG00000233300,,
ENSG00000271236,,
ENSG00000217026,,
ENSG00000219592,,
ENSG00000234052,,
ENSG00000261183,,
ENSG00000188277,,
ENSG00000249139,ENSPTRG00000013552,ortholog_one2many
ENSG00000225298,,
ENSG00000264256,,
ENSG00000260587,,
ENSG00000251161,,
ENSG00000234083,,
ENSG00000259405,,
ENSG00000178457,,
ENSG00000259617,,
ENSG00000259463,,
ENSG00000232079,,
ENSG00000259521,,
ENSG00000259880,,
ENSG00000259547,,
ENSG00000158901,ENSPTRG00000013553,ortholog_one2one
ENSG00000140416,ENSPTRG00000007141,ortholog_one2one
ENSG00000157021,,
ENSG00000240847,ENSPTRG00000039501,ortholog_many2many
ENSG00000259956,,
ENSG00000180205,ENSPTRG00000013554,ortholog_one2one
ENSG00000154642,ENSPTRG00000013798,ortholog_one2one
ENSG00000247556,,
ENSG00000260383,,
ENSG00000243355,,
ENSG00000263765,,
ENSG00000263450,,
ENSG00000267642,,
ENSG00000199204,ENSPTRG00000032958,ortholog_one2one
ENSG00000267746,,
ENSG00000267585,,
ENSG00000268873,,
ENSG00000221409,,
ENSG00000268573,,
ENSG00000257267,,
ENSG00000239683,,
ENSG00000267583,,
ENSG00000266965,,
ENSG00000267397,,
ENSG00000140577,ENSPTRG00000007457,ortholog_one2one
ENSG00000267797,,
ENSG00000207797,,
ENSG00000261236,,
ENSG00000265641,,
ENSG00000166140,ENSPTRG00000006931,ortholog_one2one
ENSG00000267627,,
ENSG00000260552,,
ENSG00000267404,,
ENSG00000267456,,
ENSG00000101138,ENSPTRG00000013647,ortholog_one2one
ENSG00000252078,ENSPTRG00000038585,ortholog_one2one
ENSG00000267039,,
ENSG00000267651,,
ENSG00000154645,ENSPTRG00000013799,ortholog_one2one
ENSG00000260623,,
ENSG00000267707,,
ENSG00000267202,,
ENSG00000266530,,
ENSG00000243516,,
ENSG00000268566,,
ENSG00000222704,ENSPTRG00000035465,ortholog_one2one
ENSG00000253038,ENSPTRG00000037604,ortholog_one2one
ENSG00000271564,,
ENSG00000260428,,
ENSG00000267374,,
ENSG00000199605,ENSPTRG00000032902,ortholog_one2one
ENSG00000235660,,
ENSG00000180305,ENSPTRG00000013555,ortholog_one2one
ENSG00000175886,,
ENSG00000244471,,
ENSG00000259396,,
ENSG00000266148,,
ENSG00000200407,ENSPTRG00000026711,ortholog_one2one
ENSG00000068793,ENSPTRG00000006818,ortholog_one2one
ENSG00000259838,,
ENSG00000212354,ENSPTRG00000032738,ortholog_one2one
ENSG00000267413,,
ENSG00000180083,ENSPTRG00000013557,ortholog_one2one
ENSG00000198384,,
ENSG00000260926,,
ENSG00000261715,,
ENSG00000207766,ENSPTRG00000028024,ortholog_one2one
ENSG00000267664,,
ENSG00000270702,,
ENSG00000238333,ENSPTRG00000037490,ortholog_one2one
ENSG00000260814,,
ENSG00000250379,,
ENSG00000182931,ENSPTRG00000013558,ortholog_one2one
ENSG00000265557,,
ENSG00000267313,,
ENSG00000154646,ENSPTRG00000013800,ortholog_one2one
ENSG00000200293,ENSPTRG00000031546,ortholog_one2many
ENSG00000200293,ENSPTRG00000039948,ortholog_one2many
ENSG00000200293,ENSPTRG00000040764,ortholog_one2many
ENSG00000200293,ENSPTRG00000041749,ortholog_one2many
ENSG00000200293,ENSPTRG00000040786,ortholog_one2many
