Ensembl Gene ID,Gene Biotype
ENSBTAG00000027225,protein_coding
ENSBTAG00000046937,protein_coding
ENSBTAG00000039845,protein_coding
ENSBTAG00000047421,protein_coding
ENSBTAG00000047740,protein_coding
ENSBTAG00000025021,protein_coding
ENSBTAG00000046144,protein_coding
ENSBTAG00000039856,protein_coding
ENSBTAG00000047363,protein_coding
ENSBTAG00000023157,protein_coding
ENSBTAG00000047284,protein_coding
ENSBTAG00000045649,protein_coding
ENSBTAG00000033545,protein_coding
ENSBTAG00000034954,protein_coding
ENSBTAG00000010248,protein_coding
ENSBTAG00000000942,protein_coding
ENSBTAG00000048249,protein_coding
ENSBTAG00000046405,protein_coding
ENSBTAG00000038504,protein_coding
ENSBTAG00000035183,protein_coding
ENSBTAG00000004231,protein_coding
ENSBTAG00000046071,protein_coding
ENSBTAG00000014135,protein_coding
ENSBTAG00000013935,protein_coding
ENSBTAG00000000535,protein_coding
ENSBTAG00000014141,protein_coding
ENSBTAG00000014143,protein_coding
ENSBTAG00000014146,protein_coding
ENSBTAG00000014737,protein_coding
ENSBTAG00000005825,protein_coding
ENSBTAG00000021183,protein_coding
ENSBTAG00000017085,protein_coding
ENSBTAG00000004515,protein_coding
ENSBTAG00000020361,protein_coding
ENSBTAG00000004517,protein_coding
ENSBTAG00000000128,protein_coding
ENSBTAG00000017013,protein_coding
ENSBTAG00000046841,protein_coding
ENSBTAG00000000562,protein_coding
ENSBTAG00000015376,protein_coding
ENSBTAG00000047749,protein_coding
ENSBTAG00000000221,protein_coding
ENSBTAG00000021133,protein_coding
ENSBTAG00000000222,protein_coding
ENSBTAG00000017457,protein_coding
ENSBTAG00000008876,protein_coding
ENSBTAG00000013068,protein_coding
ENSBTAG00000034659,protein_coding
ENSBTAG00000009019,protein_coding
ENSBTAG00000013735,protein_coding
ENSBTAG00000013750,protein_coding
ENSBTAG00000001429,protein_coding
ENSBTAG00000020282,protein_coding
ENSBTAG00000002908,protein_coding
ENSBTAG00000016804,protein_coding
ENSBTAG00000012191,protein_coding
ENSBTAG00000013863,protein_coding
ENSBTAG00000015955,protein_coding
ENSBTAG00000015099,protein_coding
ENSBTAG00000015100,protein_coding
ENSBTAG00000002020,protein_coding
ENSBTAG00000007244,protein_coding
ENSBTAG00000000957,protein_coding
ENSBTAG00000047706,protein_coding
ENSBTAG00000003081,protein_coding
ENSBTAG00000002021,protein_coding
ENSBTAG00000020568,protein_coding
ENSBTAG00000000830,protein_coding
ENSBTAG00000001823,protein_coding
ENSBTAG00000007422,protein_coding
ENSBTAG00000034598,protein_coding
ENSBTAG00000008886,protein_coding
ENSBTAG00000009995,protein_coding
ENSBTAG00000011573,protein_coding
ENSBTAG00000034633,protein_coding
ENSBTAG00000010002,protein_coding
ENSBTAG00000000564,protein_coding
ENSBTAG00000013873,protein_coding
ENSBTAG00000016002,protein_coding
ENSBTAG00000003066,protein_coding
ENSBTAG00000015874,protein_coding
ENSBTAG00000018863,protein_coding
ENSBTAG00000015519,protein_coding
ENSBTAG00000044197,protein_coding
ENSBTAG00000013544,protein_coding
ENSBTAG00000018864,protein_coding
ENSBTAG00000008251,protein_coding
ENSBTAG00000015512,protein_coding
ENSBTAG00000044100,protein_coding
ENSBTAG00000034138,protein_coding
ENSBTAG00000006621,protein_coding
ENSBTAG00000023079,protein_coding
ENSBTAG00000006648,protein_coding
ENSBTAG00000013567,protein_coding
ENSBTAG00000035333,protein_coding
ENSBTAG00000004344,protein_coding
ENSBTAG00000002487,protein_coding
ENSBTAG00000014704,protein_coding
ENSBTAG00000027081,protein_coding
ENSBTAG00000013208,protein_coding
ENSBTAG00000026369,protein_coding
ENSBTAG00000005633,protein_coding
ENSBTAG00000013211,protein_coding
ENSBTAG00000010351,protein_coding
ENSBTAG00000005094,protein_coding
ENSBTAG00000006843,protein_coding
ENSBTAG00000018452,protein_coding
ENSBTAG00000018453,protein_coding
ENSBTAG00000018454,protein_coding
ENSBTAG00000010012,protein_coding
ENSBTAG00000003377,protein_coding
ENSBTAG00000008494,protein_coding
ENSBTAG00000034430,protein_coding
ENSBTAG00000017545,protein_coding
ENSBTAG00000017157,protein_coding
ENSBTAG00000013422,protein_coding
ENSBTAG00000009696,protein_coding
ENSBTAG00000003392,protein_coding
ENSBTAG00000017183,protein_coding
ENSBTAG00000000640,protein_coding
ENSBTAG00000016486,protein_coding
ENSBTAG00000015517,protein_coding
ENSBTAG00000012251,protein_coding
ENSBTAG00000047603,protein_coding
ENSBTAG00000002874,protein_coding
ENSBTAG00000007357,protein_coding
ENSBTAG00000001567,protein_coding
ENSBTAG00000047857,protein_coding
ENSBTAG00000015885,protein_coding
ENSBTAG00000008682,protein_coding
ENSBTAG00000034393,protein_coding
ENSBTAG00000006030,protein_coding
ENSBTAG00000011461,protein_coding
ENSBTAG00000011465,protein_coding
ENSBTAG00000022886,protein_coding
ENSBTAG00000018223,protein_coding
ENSBTAG00000015711,protein_coding
ENSBTAG00000007979,protein_coding
ENSBTAG00000014912,protein_coding
ENSBTAG00000017834,protein_coding
ENSBTAG00000009125,protein_coding
ENSBTAG00000013764,protein_coding
ENSBTAG00000014059,protein_coding
ENSBTAG00000020601,protein_coding
ENSBTAG00000014675,protein_coding
ENSBTAG00000001962,protein_coding
ENSBTAG00000001961,protein_coding
ENSBTAG00000012349,protein_coding
ENSBTAG00000021263,protein_coding
ENSBTAG00000017352,protein_coding
ENSBTAG00000009501,protein_coding
ENSBTAG00000011862,protein_coding
ENSBTAG00000003572,protein_coding
ENSBTAG00000035926,protein_coding
ENSBTAG00000046938,protein_coding
ENSBTAG00000008132,protein_coding
ENSBTAG00000009308,protein_coding
ENSBTAG00000020657,protein_coding
ENSBTAG00000026861,protein_coding
ENSBTAG00000043990,protein_coding
ENSBTAG00000047486,protein_coding
ENSBTAG00000018509,protein_coding
ENSBTAG00000007937,protein_coding
ENSBTAG00000012443,protein_coding
ENSBTAG00000044160,protein_coding
ENSBTAG00000008637,protein_coding
ENSBTAG00000021333,protein_coding
ENSBTAG00000010420,protein_coding
ENSBTAG00000005362,protein_coding
ENSBTAG00000048161,protein_coding
ENSBTAG00000008639,protein_coding
ENSBTAG00000005355,protein_coding
ENSBTAG00000022779,protein_coding
ENSBTAG00000018879,protein_coding
ENSBTAG00000008228,protein_coding
ENSBTAG00000021237,protein_coding
ENSBTAG00000000363,protein_coding
ENSBTAG00000018179,protein_coding
ENSBTAG00000045531,protein_coding
ENSBTAG00000047159,protein_coding
ENSBTAG00000025502,protein_coding
ENSBTAG00000007089,protein_coding
ENSBTAG00000021200,protein_coding
ENSBTAG00000002137,protein_coding
ENSBTAG00000011257,protein_coding
ENSBTAG00000010177,protein_coding
ENSBTAG00000048048,protein_coding
ENSBTAG00000004641,protein_coding
ENSBTAG00000007236,protein_coding
ENSBTAG00000010514,protein_coding
ENSBTAG00000016495,protein_coding
ENSBTAG00000006987,protein_coding
ENSBTAG00000019823,protein_coding
ENSBTAG00000034360,protein_coding
ENSBTAG00000005743,protein_coding
ENSBTAG00000003326,protein_coding
ENSBTAG00000010649,protein_coding
ENSBTAG00000007356,protein_coding
ENSBTAG00000000539,protein_coding
ENSBTAG00000013074,protein_coding
ENSBTAG00000016637,protein_coding
ENSBTAG00000024633,protein_coding
ENSBTAG00000016177,protein_coding
ENSBTAG00000008656,protein_coding
ENSBTAG00000027983,protein_coding
ENSBTAG00000012260,protein_coding
ENSBTAG00000011185,protein_coding
ENSBTAG00000038251,protein_coding
ENSBTAG00000000561,protein_coding
ENSBTAG00000039682,protein_coding
ENSBTAG00000011752,protein_coding
ENSBTAG00000040001,protein_coding
ENSBTAG00000021527,protein_coding
ENSBTAG00000002073,protein_coding
ENSBTAG00000046192,protein_coding
ENSBTAG00000027980,protein_coding
ENSBTAG00000006255,protein_coding
ENSBTAG00000017011,protein_coding
ENSBTAG00000026068,protein_coding
ENSBTAG00000026085,protein_coding
ENSBTAG00000034611,protein_coding
ENSBTAG00000009111,protein_coding
ENSBTAG00000034885,protein_coding
ENSBTAG00000045895,protein_coding
ENSBTAG00000001133,protein_coding
ENSBTAG00000004702,protein_coding
ENSBTAG00000011046,protein_coding
ENSBTAG00000024585,protein_coding
ENSBTAG00000001966,protein_coding
ENSBTAG00000018960,protein_coding
ENSBTAG00000011045,protein_coding
ENSBTAG00000010085,protein_coding
ENSBTAG00000014246,protein_coding
ENSBTAG00000047340,protein_coding
ENSBTAG00000014239,protein_coding
ENSBTAG00000001013,protein_coding
ENSBTAG00000038178,protein_coding
ENSBTAG00000021531,protein_coding
ENSBTAG00000020514,protein_coding
ENSBTAG00000010372,protein_coding
ENSBTAG00000002955,protein_coding
ENSBTAG00000010989,protein_coding
ENSBTAG00000018252,protein_coding
ENSBTAG00000046611,protein_coding
ENSBTAG00000018007,protein_coding
ENSBTAG00000010355,protein_coding
ENSBTAG00000006360,protein_coding
ENSBTAG00000033515,protein_coding
ENSBTAG00000013592,protein_coding
ENSBTAG00000013689,protein_coding
ENSBTAG00000018036,protein_coding
ENSBTAG00000025964,protein_coding
ENSBTAG00000044194,protein_coding
ENSBTAG00000012878,protein_coding
ENSBTAG00000046193,protein_coding
ENSBTAG00000020468,protein_coding
ENSBTAG00000012870,protein_coding
ENSBTAG00000013879,protein_coding
ENSBTAG00000018603,protein_coding
ENSBTAG00000007321,protein_coding
ENSBTAG00000017776,protein_coding
ENSBTAG00000000415,protein_coding
ENSBTAG00000044043,protein_coding
ENSBTAG00000002885,protein_coding
ENSBTAG00000025718,protein_coding
ENSBTAG00000014645,protein_coding
ENSBTAG00000012973,protein_coding
ENSBTAG00000011719,protein_coding
ENSBTAG00000016058,protein_coding
ENSBTAG00000022767,protein_coding
ENSBTAG00000009191,protein_coding
ENSBTAG00000045830,protein_coding
ENSBTAG00000012652,protein_coding
ENSBTAG00000000570,protein_coding
ENSBTAG00000045990,protein_coding
ENSBTAG00000024526,protein_coding
ENSBTAG00000014581,protein_coding
ENSBTAG00000015541,protein_coding
ENSBTAG00000014752,protein_coding
ENSBTAG00000017533,protein_coding
ENSBTAG00000008950,protein_coding
ENSBTAG00000008924,protein_coding
ENSBTAG00000020084,protein_coding
ENSBTAG00000003595,protein_coding
ENSBTAG00000000357,protein_coding
ENSBTAG00000019054,protein_coding
ENSBTAG00000046786,protein_coding
ENSBTAG00000015913,protein_coding
ENSBTAG00000009685,protein_coding
ENSBTAG00000016903,protein_coding
ENSBTAG00000018244,protein_coding
ENSBTAG00000015946,protein_coding
ENSBTAG00000001463,protein_coding
ENSBTAG00000016618,protein_coding
ENSBTAG00000018167,protein_coding
ENSBTAG00000023795,protein_coding
ENSBTAG00000016902,protein_coding
ENSBTAG00000015571,protein_coding
ENSBTAG00000005165,protein_coding
ENSBTAG00000002361,protein_coding
ENSBTAG00000009358,protein_coding
ENSBTAG00000016900,protein_coding
ENSBTAG00000003625,protein_coding
ENSBTAG00000047828,protein_coding
ENSBTAG00000018774,protein_coding
ENSBTAG00000023806,protein_coding
ENSBTAG00000009519,protein_coding
ENSBTAG00000015565,protein_coding
ENSBTAG00000047727,protein_coding
ENSBTAG00000017086,protein_coding
ENSBTAG00000015197,protein_coding
ENSBTAG00000002581,protein_coding
ENSBTAG00000006870,protein_coding
ENSBTAG00000009514,protein_coding
ENSBTAG00000034632,protein_coding
ENSBTAG00000045923,protein_coding
ENSBTAG00000020869,protein_coding
ENSBTAG00000008853,protein_coding
ENSBTAG00000044175,protein_coding
ENSBTAG00000034785,protein_coding
ENSBTAG00000046810,protein_coding
ENSBTAG00000012434,protein_coding
ENSBTAG00000016963,protein_coding
ENSBTAG00000010694,protein_coding
ENSBTAG00000012673,protein_coding
ENSBTAG00000022989,protein_coding
ENSBTAG00000017896,protein_coding
ENSBTAG00000001502,protein_coding
ENSBTAG00000004952,protein_coding
ENSBTAG00000001652,protein_coding
ENSBTAG00000009357,protein_coding
ENSBTAG00000014016,protein_coding
ENSBTAG00000043955,protein_coding
ENSBTAG00000000037,protein_coding
ENSBTAG00000046228,protein_coding
ENSBTAG00000010627,protein_coding
ENSBTAG00000005499,protein_coding
ENSBTAG00000009469,protein_coding
ENSBTAG00000034753,protein_coding
ENSBTAG00000012988,protein_coding
ENSBTAG00000038257,protein_coding
ENSBTAG00000021064,protein_coding
ENSBTAG00000010486,protein_coding
ENSBTAG00000044068,protein_coding
ENSBTAG00000016691,protein_coding
ENSBTAG00000012985,protein_coding
ENSBTAG00000045790,protein_coding
ENSBTAG00000020646,protein_coding
ENSBTAG00000003531,protein_coding
ENSBTAG00000027074,protein_coding
ENSBTAG00000010947,protein_coding
ENSBTAG00000003930,protein_coding
ENSBTAG00000009468,protein_coding
ENSBTAG00000005169,protein_coding
ENSBTAG00000037383,protein_coding
ENSBTAG00000047739,protein_coding
ENSBTAG00000047707,protein_coding
ENSBTAG00000036025,protein_coding
ENSBTAG00000008923,protein_coding
ENSBTAG00000043992,protein_coding
ENSBTAG00000046664,protein_coding
ENSBTAG00000017540,protein_coding
ENSBTAG00000046156,protein_coding
ENSBTAG00000004953,protein_coding
ENSBTAG00000018616,protein_coding
ENSBTAG00000009415,protein_coding
ENSBTAG00000019792,protein_coding
ENSBTAG00000008925,protein_coding
ENSBTAG00000009416,protein_coding
ENSBTAG00000003038,protein_coding
ENSBTAG00000003570,protein_coding
ENSBTAG00000015965,protein_coding
ENSBTAG00000034495,protein_coding
ENSBTAG00000009176,protein_coding
ENSBTAG00000009230,protein_coding
ENSBTAG00000012279,protein_coding
ENSBTAG00000010156,protein_coding
ENSBTAG00000003189,protein_coding
ENSBTAG00000020714,protein_coding
ENSBTAG00000016529,protein_coding
ENSBTAG00000007693,protein_coding
ENSBTAG00000012099,protein_coding
ENSBTAG00000003037,protein_coding
ENSBTAG00000017907,protein_coding
ENSBTAG00000019810,protein_coding
ENSBTAG00000008428,protein_coding
ENSBTAG00000011812,protein_coding
ENSBTAG00000008001,protein_coding
ENSBTAG00000019052,protein_coding
ENSBTAG00000035064,protein_coding
ENSBTAG00000003232,protein_coding
ENSBTAG00000003039,protein_coding
ENSBTAG00000015022,protein_coding
ENSBTAG00000008953,protein_coding
ENSBTAG00000005379,protein_coding
ENSBTAG00000008155,protein_coding
ENSBTAG00000004766,protein_coding
ENSBTAG00000044208,protein_coding
ENSBTAG00000005392,protein_coding
ENSBTAG00000016091,protein_coding
ENSBTAG00000011213,protein_coding
ENSBTAG00000005828,protein_coding
ENSBTAG00000047937,protein_coding
ENSBTAG00000008954,protein_coding
ENSBTAG00000023989,protein_coding
ENSBTAG00000019486,protein_coding
ENSBTAG00000016471,protein_coding
ENSBTAG00000006176,protein_coding
ENSBTAG00000012451,protein_coding
ENSBTAG00000027319,protein_coding
ENSBTAG00000027991,protein_coding
ENSBTAG00000008734,protein_coding
ENSBTAG00000045617,protein_coding
ENSBTAG00000013579,protein_coding
ENSBTAG00000015730,protein_coding
ENSBTAG00000021224,protein_coding
ENSBTAG00000013581,protein_coding
ENSBTAG00000002303,protein_coding
ENSBTAG00000001382,protein_coding
ENSBTAG00000000743,protein_coding
ENSBTAG00000007442,protein_coding
ENSBTAG00000006490,protein_coding
ENSBTAG00000000744,protein_coding
ENSBTAG00000011074,protein_coding
ENSBTAG00000047543,protein_coding
ENSBTAG00000048129,protein_coding
ENSBTAG00000033727,protein_coding
ENSBTAG00000000601,protein_coding
ENSBTAG00000012691,protein_coding
ENSBTAG00000035265,protein_coding
ENSBTAG00000007115,protein_coding
ENSBTAG00000018580,protein_coding
ENSBTAG00000021607,protein_coding
ENSBTAG00000007067,protein_coding
ENSBTAG00000004173,protein_coding
ENSBTAG00000021606,protein_coding
ENSBTAG00000019830,protein_coding
ENSBTAG00000009245,protein_coding
ENSBTAG00000019831,protein_coding
ENSBTAG00000005263,protein_coding
ENSBTAG00000017083,protein_coding
ENSBTAG00000007704,protein_coding
ENSBTAG00000000967,protein_coding
ENSBTAG00000017632,protein_coding
ENSBTAG00000003068,protein_coding
ENSBTAG00000016514,protein_coding
ENSBTAG00000017026,protein_coding
ENSBTAG00000014762,protein_coding
ENSBTAG00000036273,protein_coding
ENSBTAG00000039486,protein_coding
ENSBTAG00000021592,protein_coding
ENSBTAG00000005968,protein_coding
ENSBTAG00000000494,protein_coding
ENSBTAG00000019053,protein_coding
ENSBTAG00000004150,protein_coding
ENSBTAG00000047729,protein_coding
ENSBTAG00000007306,protein_coding
ENSBTAG00000007073,protein_coding
ENSBTAG00000001308,protein_coding
ENSBTAG00000004526,protein_coding
ENSBTAG00000016633,protein_coding
ENSBTAG00000045929,protein_coding
ENSBTAG00000001696,protein_coding
ENSBTAG00000005229,protein_coding
ENSBTAG00000007079,protein_coding
ENSBTAG00000004460,protein_coding
ENSBTAG00000024639,protein_coding
ENSBTAG00000000602,protein_coding
ENSBTAG00000017167,protein_coding
ENSBTAG00000016770,protein_coding
ENSBTAG00000040580,protein_coding
ENSBTAG00000020884,protein_coding
ENSBTAG00000016771,protein_coding
ENSBTAG00000002786,protein_coding
ENSBTAG00000006745,protein_coding
ENSBTAG00000012774,protein_coding
ENSBTAG00000004339,protein_coding
ENSBTAG00000036082,protein_coding
ENSBTAG00000008191,protein_coding
ENSBTAG00000008513,protein_coding
ENSBTAG00000012216,protein_coding
ENSBTAG00000047687,protein_coding
ENSBTAG00000016158,protein_coding
ENSBTAG00000015994,protein_coding
ENSBTAG00000002275,protein_coding
ENSBTAG00000005454,protein_coding
ENSBTAG00000001638,protein_coding
ENSBTAG00000020927,protein_coding
ENSBTAG00000010109,protein_coding
ENSBTAG00000022120,protein_coding
ENSBTAG00000012124,protein_coding
ENSBTAG00000023163,protein_coding
ENSBTAG00000024105,protein_coding
ENSBTAG00000013371,protein_coding
ENSBTAG00000045505,protein_coding
ENSBTAG00000018884,protein_coding
ENSBTAG00000001992,protein_coding
ENSBTAG00000017301,protein_coding
ENSBTAG00000033504,protein_coding
ENSBTAG00000020227,protein_coding
ENSBTAG00000004297,protein_coding
ENSBTAG00000001483,protein_coding
ENSBTAG00000034827,protein_coding
ENSBTAG00000002643,protein_coding
ENSBTAG00000014248,protein_coding
ENSBTAG00000015463,protein_coding
ENSBTAG00000001571,protein_coding
ENSBTAG00000002959,protein_coding
ENSBTAG00000047461,protein_coding
ENSBTAG00000016411,protein_coding
ENSBTAG00000002648,protein_coding
ENSBTAG00000007234,protein_coding
ENSBTAG00000025669,protein_coding
ENSBTAG00000002750,protein_coding
ENSBTAG00000016824,protein_coding
ENSBTAG00000019164,protein_coding
ENSBTAG00000016413,protein_coding
ENSBTAG00000021181,protein_coding
ENSBTAG00000012222,protein_coding
ENSBTAG00000019139,protein_coding
ENSBTAG00000010241,protein_coding
ENSBTAG00000024545,protein_coding
ENSBTAG00000016878,protein_coding
ENSBTAG00000001740,protein_coding
ENSBTAG00000019309,protein_coding
ENSBTAG00000014484,protein_coding
ENSBTAG00000013426,protein_coding
ENSBTAG00000003300,protein_coding
ENSBTAG00000010967,protein_coding
ENSBTAG00000034936,protein_coding
ENSBTAG00000010723,protein_coding
ENSBTAG00000026515,protein_coding
ENSBTAG00000015335,protein_coding
ENSBTAG00000027118,protein_coding
ENSBTAG00000006729,protein_coding
ENSBTAG00000046419,protein_coding
ENSBTAG00000016827,protein_coding
ENSBTAG00000034905,protein_coding
ENSBTAG00000034689,protein_coding
ENSBTAG00000006779,protein_coding
ENSBTAG00000019954,protein_coding
ENSBTAG00000013790,protein_coding
ENSBTAG00000016828,protein_coding
ENSBTAG00000003087,protein_coding
ENSBTAG00000021996,protein_coding
ENSBTAG00000018563,protein_coding
ENSBTAG00000024431,protein_coding
ENSBTAG00000000868,protein_coding
ENSBTAG00000019426,protein_coding
ENSBTAG00000033381,protein_coding
ENSBTAG00000033721,protein_coding
ENSBTAG00000015059,protein_coding
ENSBTAG00000016830,protein_coding
ENSBTAG00000008500,protein_coding
ENSBTAG00000013943,protein_coding
ENSBTAG00000045538,protein_coding
ENSBTAG00000003415,protein_coding
ENSBTAG00000017831,protein_coding
ENSBTAG00000008008,protein_coding
ENSBTAG00000007675,protein_coding
ENSBTAG00000014020,protein_coding
ENSBTAG00000009097,protein_coding
ENSBTAG00000001631,protein_coding
ENSBTAG00000018363,protein_coding
ENSBTAG00000037768,protein_coding
ENSBTAG00000016625,protein_coding
ENSBTAG00000013498,protein_coding
ENSBTAG00000001001,protein_coding
ENSBTAG00000011995,protein_coding
ENSBTAG00000010591,protein_coding
ENSBTAG00000003810,protein_coding
ENSBTAG00000011075,protein_coding
ENSBTAG00000006759,protein_coding
ENSBTAG00000001634,protein_coding
ENSBTAG00000010408,protein_coding
ENSBTAG00000044023,protein_coding
ENSBTAG00000017745,protein_coding
ENSBTAG00000008814,protein_coding
ENSBTAG00000024091,protein_coding
ENSBTAG00000009098,protein_coding
ENSBTAG00000046409,protein_coding
ENSBTAG00000034586,protein_coding
ENSBTAG00000019501,protein_coding
ENSBTAG00000012456,protein_coding
ENSBTAG00000039914,protein_coding
ENSBTAG00000034657,protein_coding
ENSBTAG00000001635,protein_coding
ENSBTAG00000012476,protein_coding
ENSBTAG00000008241,protein_coding
ENSBTAG00000019502,protein_coding
ENSBTAG00000000281,protein_coding
ENSBTAG00000014255,protein_coding
ENSBTAG00000027665,protein_coding
ENSBTAG00000012002,protein_coding
ENSBTAG00000010427,protein_coding
ENSBTAG00000001573,protein_coding
ENSBTAG00000020975,protein_coding
ENSBTAG00000010432,protein_coding
ENSBTAG00000011684,protein_coding
ENSBTAG00000008816,protein_coding
ENSBTAG00000048029,protein_coding
ENSBTAG00000001947,protein_coding
ENSBTAG00000043963,protein_coding
ENSBTAG00000017458,protein_coding
ENSBTAG00000003109,protein_coding
ENSBTAG00000015844,protein_coding
ENSBTAG00000002674,protein_coding
ENSBTAG00000006640,protein_coding
ENSBTAG00000015818,protein_coding
ENSBTAG00000000820,protein_coding
ENSBTAG00000003424,protein_coding
ENSBTAG00000019755,protein_coding
ENSBTAG00000016446,protein_coding
ENSBTAG00000013472,protein_coding
ENSBTAG00000008438,protein_coding
ENSBTAG00000006647,protein_coding
ENSBTAG00000017981,protein_coding
ENSBTAG00000016164,protein_coding
ENSBTAG00000001949,protein_coding
ENSBTAG00000013294,protein_coding
ENSBTAG00000045699,protein_coding
ENSBTAG00000020007,protein_coding
ENSBTAG00000027654,protein_coding
ENSBTAG00000016885,protein_coding
ENSBTAG00000046732,protein_coding
ENSBTAG00000038107,protein_coding
ENSBTAG00000007953,protein_coding
ENSBTAG00000017508,protein_coding
ENSBTAG00000045493,protein_coding
ENSBTAG00000000978,protein_coding
ENSBTAG00000038888,protein_coding
ENSBTAG00000020681,protein_coding
ENSBTAG00000004351,protein_coding
ENSBTAG00000000428,protein_coding
ENSBTAG00000047503,protein_coding
ENSBTAG00000020991,protein_coding
ENSBTAG00000010932,protein_coding
ENSBTAG00000001952,protein_coding
ENSBTAG00000015427,protein_coding
ENSBTAG00000013914,protein_coding
ENSBTAG00000011057,protein_coding
ENSBTAG00000008871,protein_coding
ENSBTAG00000013245,protein_coding
ENSBTAG00000014023,protein_coding
ENSBTAG00000025263,protein_coding
ENSBTAG00000010475,protein_coding
ENSBTAG00000014029,protein_coding
ENSBTAG00000002271,protein_coding
ENSBTAG00000040567,protein_coding
ENSBTAG00000035054,protein_coding
ENSBTAG00000009805,protein_coding
ENSBTAG00000033313,protein_coding
ENSBTAG00000014251,protein_coding
ENSBTAG00000030600,protein_coding
ENSBTAG00000005471,protein_coding
ENSBTAG00000034222,protein_coding
ENSBTAG00000048260,protein_coding
ENSBTAG00000017509,protein_coding
ENSBTAG00000010526,protein_coding
ENSBTAG00000045560,protein_coding
ENSBTAG00000004633,protein_coding
ENSBTAG00000004594,protein_coding
ENSBTAG00000002418,protein_coding
ENSBTAG00000010518,protein_coding
ENSBTAG00000003124,protein_coding
ENSBTAG00000035735,protein_coding
ENSBTAG00000034681,protein_coding
ENSBTAG00000004944,protein_coding
ENSBTAG00000017955,protein_coding
ENSBTAG00000015428,protein_coding
ENSBTAG00000033603,protein_coding
ENSBTAG00000001081,protein_coding
ENSBTAG00000040000,protein_coding
ENSBTAG00000010674,protein_coding
ENSBTAG00000015432,protein_coding
ENSBTAG00000011553,protein_coding
ENSBTAG00000036115,protein_coding
ENSBTAG00000016813,protein_coding
ENSBTAG00000006550,protein_coding
ENSBTAG00000015538,protein_coding
ENSBTAG00000006685,protein_coding
ENSBTAG00000011558,protein_coding
ENSBTAG00000022013,protein_coding
ENSBTAG00000017221,protein_coding
ENSBTAG00000015669,protein_coding
ENSBTAG00000006692,protein_coding
ENSBTAG00000001508,protein_coding
ENSBTAG00000033345,protein_coding
ENSBTAG00000007013,protein_coding
ENSBTAG00000024918,protein_coding
ENSBTAG00000002757,protein_coding
ENSBTAG00000001612,protein_coding
ENSBTAG00000020348,protein_coding
ENSBTAG00000007015,protein_coding
ENSBTAG00000015677,protein_coding
ENSBTAG00000016078,protein_coding
ENSBTAG00000026915,protein_coding
ENSBTAG00000015550,protein_coding
ENSBTAG00000019798,protein_coding
ENSBTAG00000013143,protein_coding
ENSBTAG00000047406,protein_coding
ENSBTAG00000013632,protein_coding
ENSBTAG00000002440,protein_coding
ENSBTAG00000027635,protein_coding
ENSBTAG00000015686,protein_coding
