Ensembl Gene ID,Rat Ensembl Gene ID,Homology Type
ENSMUSG00000021273,ENSRNOG00000021314,ortholog_one2one
ENSMUSG00000017670,ENSRNOG00000018747,ortholog_one2one
ENSMUSG00000094680,ENSRNOG00000048104,ortholog_many2many
ENSMUSG00000094680,ENSRNOG00000049710,ortholog_many2many
ENSMUSG00000094680,ENSRNOG00000048505,ortholog_many2many
ENSMUSG00000047544,ENSRNOG00000015919,ortholog_one2one
ENSMUSG00000094727,ENSRNOG00000030417,ortholog_one2many
ENSMUSG00000025816,ENSRNOG00000023278,ortholog_one2one
ENSMUSG00000002129,ENSRNOG00000005218,ortholog_one2one
ENSMUSG00000043331,ENSRNOG00000006183,ortholog_one2one
ENSMUSG00000047714,ENSRNOG00000001733,ortholog_one2one
ENSMUSG00000093986,ENSRNOG00000048104,ortholog_many2many
ENSMUSG00000093986,ENSRNOG00000049710,ortholog_many2many
ENSMUSG00000093986,ENSRNOG00000048505,ortholog_many2many
ENSMUSG00000073947,ENSRNOG00000015909,ortholog_one2one
ENSMUSG00000056296,ENSRNOG00000008203,ortholog_one2one
ENSMUSG00000094211,,
ENSMUSG00000074754,ENSRNOG00000036971,ortholog_one2one
ENSMUSG00000094010,ENSRNOG00000048104,ortholog_many2many
ENSMUSG00000094010,ENSRNOG00000049710,ortholog_many2many
ENSMUSG00000094010,ENSRNOG00000048505,ortholog_many2many
ENSMUSG00000094361,ENSRNOG00000030417,ortholog_one2many
ENSMUSG00000061024,ENSRNOG00000007240,ortholog_one2many
ENSMUSG00000061024,ENSRNOG00000047418,ortholog_one2many
ENSMUSG00000078624,ENSRNOG00000015901,ortholog_one2one
ENSMUSG00000051493,,
ENSMUSG00000071104,ENSRNOG00000021568,ortholog_one2many
ENSMUSG00000071104,ENSRNOG00000045697,ortholog_one2many
ENSMUSG00000094589,ENSRNOG00000048104,ortholog_many2many
ENSMUSG00000094589,ENSRNOG00000049710,ortholog_many2many
ENSMUSG00000094589,ENSRNOG00000048505,ortholog_many2many
ENSMUSG00000094119,ENSRNOG00000015893,ortholog_one2many
ENSMUSG00000095833,ENSRNOG00000030417,ortholog_one2many
ENSMUSG00000067855,ENSRNOG00000046212,ortholog_many2many
ENSMUSG00000067855,ENSRNOG00000047330,ortholog_many2many
ENSMUSG00000067855,ENSRNOG00000029323,ortholog_many2many
ENSMUSG00000067855,ENSRNOG00000050568,ortholog_many2many
ENSMUSG00000067855,ENSRNOG00000049042,ortholog_many2many
ENSMUSG00000067855,ENSRNOG00000050237,ortholog_many2many
ENSMUSG00000067855,ENSRNOG00000026588,ortholog_many2many
ENSMUSG00000067855,ENSRNOG00000042971,ortholog_many2many
ENSMUSG00000067855,ENSRNOG00000047210,ortholog_many2many
ENSMUSG00000067855,ENSRNOG00000047033,ortholog_many2many
ENSMUSG00000067855,ENSRNOG00000049312,ortholog_many2many
ENSMUSG00000067855,ENSRNOG00000050134,ortholog_many2many
ENSMUSG00000067855,ENSRNOG00000045837,ortholog_many2many
ENSMUSG00000067855,ENSRNOG00000050422,ortholog_many2many
ENSMUSG00000067855,ENSRNOG00000026262,ortholog_many2many
ENSMUSG00000067855,ENSRNOG00000046751,ortholog_many2many
ENSMUSG00000067855,ENSRNOG00000048976,ortholog_many2many
ENSMUSG00000067855,ENSRNOG00000039860,ortholog_many2many
ENSMUSG00000067855,ENSRNOG00000047861,ortholog_many2many
ENSMUSG00000067855,ENSRNOG00000049468,ortholog_many2many
ENSMUSG00000067855,ENSRNOG00000047982,ortholog_many2many
ENSMUSG00000067855,ENSRNOG00000047590,ortholog_many2many
ENSMUSG00000067855,ENSRNOG00000046985,ortholog_many2many
ENSMUSG00000067855,ENSRNOG00000049674,ortholog_many2many
ENSMUSG00000067855,ENSRNOG00000049187,ortholog_many2many
ENSMUSG00000067855,ENSRNOG00000033874,ortholog_many2many
ENSMUSG00000067855,ENSRNOG00000048796,ortholog_many2many
ENSMUSG00000067855,ENSRNOG00000033861,ortholog_many2many
ENSMUSG00000067855,ENSRNOG00000050034,ortholog_many2many
ENSMUSG00000067855,ENSRNOG00000032131,ortholog_many2many
ENSMUSG00000067855,ENSRNOG00000050916,ortholog_many2many
ENSMUSG00000067855,ENSRNOG00000049890,ortholog_many2many
ENSMUSG00000067855,ENSRNOG00000047845,ortholog_many2many
ENSMUSG00000001119,ENSRNOG00000001249,ortholog_one2one
ENSMUSG00000095390,ENSRNOG00000049226,ortholog_one2many
ENSMUSG00000096737,ENSRNOG00000048104,ortholog_many2many
ENSMUSG00000096737,ENSRNOG00000049710,ortholog_many2many
ENSMUSG00000096737,ENSRNOG00000048505,ortholog_many2many
ENSMUSG00000009900,ENSRNOG00000003039,ortholog_one2one
ENSMUSG00000056718,,
ENSMUSG00000049606,ENSRNOG00000002112,ortholog_one2one
ENSMUSG00000096584,ENSRNOG00000015893,ortholog_one2many
ENSMUSG00000041710,ENSRNOG00000027233,ortholog_one2one
ENSMUSG00000020747,ENSRNOG00000004032,ortholog_one2one
ENSMUSG00000051729,,
ENSMUSG00000095973,ENSRNOG00000048104,ortholog_many2many
ENSMUSG00000095973,ENSRNOG00000049710,ortholog_many2many
ENSMUSG00000095973,ENSRNOG00000048505,ortholog_many2many
ENSMUSG00000025579,ENSRNOG00000047656,ortholog_one2one
ENSMUSG00000094449,,
ENSMUSG00000045584,ENSRNOG00000015885,ortholog_one2one
ENSMUSG00000032413,ENSRNOG00000011909,ortholog_one2one
ENSMUSG00000021939,ENSRNOG00000010331,ortholog_one2one
ENSMUSG00000041134,ENSRNOG00000001544,ortholog_one2one
ENSMUSG00000046396,ENSRNOG00000015876,ortholog_one2one
ENSMUSG00000091435,ENSRNOG00000048104,ortholog_many2many
ENSMUSG00000091435,ENSRNOG00000049710,ortholog_many2many
ENSMUSG00000091435,ENSRNOG00000048505,ortholog_many2many
ENSMUSG00000028738,,
ENSMUSG00000043461,ENSRNOG00000009388,ortholog_one2one
ENSMUSG00000039982,ENSRNOG00000021086,ortholog_one2one
ENSMUSG00000093934,ENSRNOG00000049226,ortholog_one2many
ENSMUSG00000031636,ENSRNOG00000012658,ortholog_one2one
ENSMUSG00000031864,ENSRNOG00000012429,ortholog_one2one
ENSMUSG00000073948,ENSRNOG00000045842,ortholog_one2many
ENSMUSG00000073948,ENSRNOG00000050285,ortholog_one2many
ENSMUSG00000073948,ENSRNOG00000033060,ortholog_one2many
ENSMUSG00000094085,ENSRNOG00000048104,ortholog_many2many
ENSMUSG00000094085,ENSRNOG00000049710,ortholog_many2many
ENSMUSG00000094085,ENSRNOG00000048505,ortholog_many2many
ENSMUSG00000027364,ENSRNOG00000011401,ortholog_one2one
ENSMUSG00000034832,ENSRNOG00000011387,ortholog_one2one
ENSMUSG00000042402,ENSRNOG00000011001,ortholog_one2one
ENSMUSG00000095774,,
ENSMUSG00000091638,ENSRNOG00000048104,ortholog_many2many
ENSMUSG00000091638,ENSRNOG00000049710,ortholog_many2many
ENSMUSG00000091638,ENSRNOG00000048505,ortholog_many2many
ENSMUSG00000094601,ENSRNOG00000015005,ortholog_many2many
ENSMUSG00000094601,ENSRNOG00000030868,ortholog_many2many
ENSMUSG00000046805,ENSRNOG00000021084,ortholog_one2one
ENSMUSG00000073949,ENSRNOG00000015832,ortholog_one2one
ENSMUSG00000094309,ENSRNOG00000030417,ortholog_one2many
ENSMUSG00000024151,ENSRNOG00000015796,ortholog_one2one
ENSMUSG00000025909,ENSRNOG00000007294,ortholog_one2one
ENSMUSG00000048285,ENSRNOG00000007329,ortholog_one2one
ENSMUSG00000058079,ENSRNOG00000045808,ortholog_one2one
ENSMUSG00000006931,ENSRNOG00000015787,ortholog_one2one
ENSMUSG00000094254,,
ENSMUSG00000040065,,
ENSMUSG00000094284,ENSRNOG00000048104,ortholog_many2many
ENSMUSG00000094284,ENSRNOG00000049710,ortholog_many2many
ENSMUSG00000094284,ENSRNOG00000048505,ortholog_many2many
ENSMUSG00000051427,ENSRNOG00000005147,ortholog_one2one
ENSMUSG00000058976,ENSRNOG00000043303,ortholog_many2many
ENSMUSG00000058976,ENSRNOG00000017288,ortholog_many2many
ENSMUSG00000024027,ENSRNOG00000001152,ortholog_one2one
ENSMUSG00000072066,ENSRNOG00000040024,ortholog_one2one
ENSMUSG00000095190,ENSRNOG00000038674,ortholog_one2many
ENSMUSG00000058762,ENSRNOG00000029340,ortholog_many2many
ENSMUSG00000058762,ENSRNOG00000048841,ortholog_many2many
ENSMUSG00000058762,ENSRNOG00000046294,ortholog_many2many
ENSMUSG00000058762,ENSRNOG00000049946,ortholog_many2many
ENSMUSG00000058762,ENSRNOG00000000446,ortholog_many2many
ENSMUSG00000058762,ENSRNOG00000050170,ortholog_many2many
ENSMUSG00000058762,ENSRNOG00000047304,ortholog_many2many
ENSMUSG00000095903,,
ENSMUSG00000050815,ENSRNOG00000021074,ortholog_one2one
ENSMUSG00000028329,ENSRNOG00000009576,ortholog_one2one
ENSMUSG00000083780,ENSRNOG00000004203,ortholog_one2one
ENSMUSG00000074865,ENSRNOG00000050796,ortholog_many2many
ENSMUSG00000074865,ENSRNOG00000045964,ortholog_many2many
ENSMUSG00000028737,ENSRNOG00000042920,ortholog_one2one
ENSMUSG00000095768,ENSRNOG00000048104,ortholog_many2many
ENSMUSG00000095768,ENSRNOG00000049710,ortholog_many2many
ENSMUSG00000095768,ENSRNOG00000048505,ortholog_many2many
ENSMUSG00000046650,ENSRNOG00000021078,ortholog_one2one
ENSMUSG00000040963,ENSRNOG00000030726,ortholog_one2one
ENSMUSG00000021342,ENSRNOG00000017374,ortholog_one2one
ENSMUSG00000055820,ENSRNOG00000049899,ortholog_one2one
ENSMUSG00000095275,ENSRNOG00000048104,ortholog_many2many
ENSMUSG00000095275,ENSRNOG00000049710,ortholog_many2many
ENSMUSG00000095275,ENSRNOG00000048505,ortholog_many2many
ENSMUSG00000096436,ENSRNOG00000042023,ortholog_one2many
ENSMUSG00000059874,ENSRNOG00000021290,ortholog_one2many
ENSMUSG00000037816,ENSRNOG00000030027,ortholog_one2one
ENSMUSG00000055228,ENSRNOG00000032182,ortholog_one2many
ENSMUSG00000045160,ENSRNOG00000021866,ortholog_one2one
ENSMUSG00000061200,ENSRNOG00000047377,ortholog_one2one
ENSMUSG00000067513,ENSRNOG00000042023,ortholog_one2many
ENSMUSG00000094353,ENSRNOG00000051018,ortholog_one2one
ENSMUSG00000094942,ENSRNOG00000050796,ortholog_many2many
ENSMUSG00000094942,ENSRNOG00000045964,ortholog_many2many
ENSMUSG00000079657,ENSRNOG00000042086,ortholog_one2one
ENSMUSG00000025453,ENSRNOG00000026842,ortholog_one2one
ENSMUSG00000045540,ENSRNOG00000050723,ortholog_one2many
ENSMUSG00000045540,ENSRNOG00000015811,ortholog_one2many
ENSMUSG00000095640,ENSRNOG00000029943,ortholog_one2one
ENSMUSG00000095837,ENSRNOG00000048104,ortholog_many2many
ENSMUSG00000095837,ENSRNOG00000049710,ortholog_many2many
ENSMUSG00000095837,ENSRNOG00000048505,ortholog_many2many
ENSMUSG00000054763,ENSRNOG00000038757,ortholog_one2one
ENSMUSG00000045835,,
ENSMUSG00000074656,ENSRNOG00000027424,ortholog_one2many
ENSMUSG00000074656,ENSRNOG00000017447,ortholog_one2many
ENSMUSG00000073950,ENSRNOG00000048810,ortholog_one2one
ENSMUSG00000034416,ENSRNOG00000045626,ortholog_one2one
ENSMUSG00000074867,ENSRNOG00000031216,ortholog_one2many
ENSMUSG00000036106,ENSRNOG00000012475,ortholog_one2one
ENSMUSG00000096761,ENSRNOG00000048104,ortholog_many2many
ENSMUSG00000096761,ENSRNOG00000049710,ortholog_many2many
ENSMUSG00000096761,ENSRNOG00000048505,ortholog_many2many
ENSMUSG00000095839,ENSRNOG00000046842,ortholog_one2one
ENSMUSG00000036661,ENSRNOG00000010794,ortholog_one2one
ENSMUSG00000073951,ENSRNOG00000050189,ortholog_one2many
ENSMUSG00000048076,ENSRNOG00000030591,ortholog_one2one
ENSMUSG00000025817,ENSRNOG00000017741,ortholog_one2many
ENSMUSG00000025817,ENSRNOG00000030252,ortholog_one2many
ENSMUSG00000096903,ENSRNOG00000048104,ortholog_many2many
ENSMUSG00000096903,ENSRNOG00000049710,ortholog_many2many
ENSMUSG00000096903,ENSRNOG00000048505,ortholog_many2many
ENSMUSG00000099269,ENSRNOG00000028576,ortholog_one2many
ENSMUSG00000019861,ENSRNOG00000000408,ortholog_one2one
ENSMUSG00000073952,ENSRNOG00000050189,ortholog_one2many
ENSMUSG00000074870,ENSRNOG00000017806,ortholog_many2many
ENSMUSG00000074870,ENSRNOG00000030276,ortholog_many2many
ENSMUSG00000075571,ENSRNOG00000038758,ortholog_one2one
ENSMUSG00000062121,ENSRNOG00000048263,ortholog_one2one
ENSMUSG00000098049,ENSRNOG00000002134,ortholog_many2many
ENSMUSG00000098049,ENSRNOG00000042583,ortholog_many2many
ENSMUSG00000098049,ENSRNOG00000002130,ortholog_many2many
ENSMUSG00000045394,ENSRNOG00000015667,ortholog_one2one
ENSMUSG00000096663,ENSRNOG00000048104,ortholog_many2many
ENSMUSG00000096663,ENSRNOG00000049710,ortholog_many2many
ENSMUSG00000096663,ENSRNOG00000048505,ortholog_many2many
ENSMUSG00000096194,ENSRNOG00000030417,ortholog_one2many
ENSMUSG00000043131,ENSRNOG00000042657,ortholog_one2one
ENSMUSG00000060049,ENSRNOG00000021083,ortholog_one2many
ENSMUSG00000073953,ENSRNOG00000021290,ortholog_one2many
ENSMUSG00000055745,ENSRNOG00000021671,ortholog_one2one
ENSMUSG00000078747,,
ENSMUSG00000094762,ENSRNOG00000048104,ortholog_many2many
ENSMUSG00000094762,ENSRNOG00000049710,ortholog_many2many
ENSMUSG00000094762,ENSRNOG00000048505,ortholog_many2many
ENSMUSG00000093857,ENSRNOG00000030417,ortholog_one2many
ENSMUSG00000098598,ENSRNOG00000004595,ortholog_one2many
ENSMUSG00000064110,ENSRNOG00000031942,ortholog_one2one
ENSMUSG00000003581,ENSRNOG00000004940,ortholog_one2one
ENSMUSG00000067519,ENSRNOG00000030201,ortholog_many2many
ENSMUSG00000074871,ENSRNOG00000017806,ortholog_many2many
ENSMUSG00000074871,ENSRNOG00000030276,ortholog_many2many
ENSMUSG00000094545,ENSRNOG00000048104,ortholog_many2many
ENSMUSG00000094545,ENSRNOG00000049710,ortholog_many2many
ENSMUSG00000094545,ENSRNOG00000048505,ortholog_many2many
ENSMUSG00000057321,ENSRNOG00000043303,ortholog_many2many
ENSMUSG00000057321,ENSRNOG00000017288,ortholog_many2many
ENSMUSG00000075572,ENSRNOG00000038759,ortholog_one2one
ENSMUSG00000099100,ENSRNOG00000000618,ortholog_one2many
ENSMUSG00000094133,ENSRNOG00000021083,ortholog_one2many
ENSMUSG00000095770,ENSRNOG00000015005,ortholog_many2many
ENSMUSG00000095770,ENSRNOG00000030868,ortholog_many2many
ENSMUSG00000091096,,
ENSMUSG00000059106,ENSRNOG00000048548,ortholog_one2one
ENSMUSG00000096386,ENSRNOG00000048104,ortholog_many2many
ENSMUSG00000096386,ENSRNOG00000049710,ortholog_many2many
ENSMUSG00000096386,ENSRNOG00000048505,ortholog_many2many
ENSMUSG00000075573,ENSRNOG00000038760,ortholog_one2one
ENSMUSG00000067522,ENSRNOG00000021072,ortholog_one2one
ENSMUSG00000073954,ENSRNOG00000015785,ortholog_one2one
ENSMUSG00000058435,ENSRNOG00000029340,ortholog_many2many
ENSMUSG00000058435,ENSRNOG00000048841,ortholog_many2many
ENSMUSG00000058435,ENSRNOG00000046294,ortholog_many2many
ENSMUSG00000058435,ENSRNOG00000049946,ortholog_many2many
ENSMUSG00000058435,ENSRNOG00000000446,ortholog_many2many
ENSMUSG00000058435,ENSRNOG00000050170,ortholog_many2many
ENSMUSG00000058435,ENSRNOG00000047304,ortholog_many2many
ENSMUSG00000095806,ENSRNOG00000048104,ortholog_many2many
ENSMUSG00000095806,ENSRNOG00000049710,ortholog_many2many
ENSMUSG00000095806,ENSRNOG00000048505,ortholog_many2many
ENSMUSG00000067524,ENSRNOG00000021071,ortholog_one2one
ENSMUSG00000042050,ENSRNOG00000004520,ortholog_one2one
ENSMUSG00000075574,ENSRNOG00000038762,ortholog_one2one
ENSMUSG00000095300,ENSRNOG00000048350,ortholog_many2many
ENSMUSG00000095300,ENSRNOG00000039581,ortholog_many2many
ENSMUSG00000073955,ENSRNOG00000030275,ortholog_one2one
ENSMUSG00000048978,ENSRNOG00000017444,ortholog_one2one
ENSMUSG00000098034,ENSRNOG00000002417,ortholog_one2many
ENSMUSG00000094439,,
ENSMUSG00000067525,ENSRNOG00000021070,ortholog_one2one
ENSMUSG00000059867,ENSRNOG00000050335,ortholog_one2one
ENSMUSG00000095745,ENSRNOG00000048104,ortholog_many2many
ENSMUSG00000095745,ENSRNOG00000049710,ortholog_many2many
ENSMUSG00000095745,ENSRNOG00000048505,ortholog_many2many
ENSMUSG00000091539,ENSRNOG00000028882,ortholog_one2many
ENSMUSG00000073956,ENSRNOG00000048540,ortholog_one2many
ENSMUSG00000073956,ENSRNOG00000050132,ortholog_one2many
ENSMUSG00000029622,ENSRNOG00000000991,ortholog_one2one
ENSMUSG00000064370,ENSRNOG00000031766,ortholog_one2one
ENSMUSG00000094757,ENSRNOG00000048104,ortholog_many2many
ENSMUSG00000094757,ENSRNOG00000049710,ortholog_many2many
ENSMUSG00000094757,ENSRNOG00000048505,ortholog_many2many
ENSMUSG00000090497,,
ENSMUSG00000048299,ENSRNOG00000005997,ortholog_one2one
ENSMUSG00000025041,ENSRNOG00000020179,ortholog_one2one
ENSMUSG00000034384,ENSRNOG00000002117,ortholog_one2one
ENSMUSG00000094886,,
ENSMUSG00000020441,ENSRNOG00000002944,ortholog_one2one
ENSMUSG00000064368,ENSRNOG00000029042,ortholog_one2one
ENSMUSG00000094298,ENSRNOG00000048104,ortholog_many2many
ENSMUSG00000094298,ENSRNOG00000049710,ortholog_many2many
ENSMUSG00000094298,ENSRNOG00000048505,ortholog_many2many
ENSMUSG00000057461,ENSRNOG00000033200,ortholog_one2one
ENSMUSG00000064367,ENSRNOG00000029971,ortholog_one2one
ENSMUSG00000096730,ENSRNOG00000022616,ortholog_many2many
ENSMUSG00000096730,ENSRNOG00000029249,ortholog_many2many
ENSMUSG00000096730,ENSRNOG00000031928,ortholog_many2many
ENSMUSG00000096730,ENSRNOG00000046189,ortholog_many2many
ENSMUSG00000096730,ENSRNOG00000048575,ortholog_many2many
ENSMUSG00000096730,ENSRNOG00000048604,ortholog_many2many
ENSMUSG00000096730,ENSRNOG00000047177,ortholog_many2many
ENSMUSG00000096730,ENSRNOG00000050370,ortholog_many2many
ENSMUSG00000096730,ENSRNOG00000049387,ortholog_many2many
ENSMUSG00000096730,ENSRNOG00000047388,ortholog_many2many
ENSMUSG00000096730,ENSRNOG00000049837,ortholog_many2many
ENSMUSG00000096730,ENSRNOG00000046767,ortholog_many2many
ENSMUSG00000096730,ENSRNOG00000048117,ortholog_many2many
ENSMUSG00000096730,ENSRNOG00000046319,ortholog_many2many
ENSMUSG00000096730,ENSRNOG00000045591,ortholog_many2many
ENSMUSG00000096730,ENSRNOG00000021490,ortholog_many2many
ENSMUSG00000096730,ENSRNOG00000040210,ortholog_many2many
ENSMUSG00000096730,ENSRNOG00000032365,ortholog_many2many
ENSMUSG00000096730,ENSRNOG00000047582,ortholog_many2many
ENSMUSG00000096730,ENSRNOG00000047964,ortholog_many2many
ENSMUSG00000096730,ENSRNOG00000049635,ortholog_many2many
ENSMUSG00000096730,ENSRNOG00000047358,ortholog_many2many
ENSMUSG00000096730,ENSRNOG00000050954,ortholog_many2many
ENSMUSG00000096730,ENSRNOG00000048581,ortholog_many2many
ENSMUSG00000096730,ENSRNOG00000023718,ortholog_many2many
ENSMUSG00000051362,ENSRNOG00000015769,ortholog_one2one
ENSMUSG00000039483,ENSRNOG00000024786,ortholog_one2one
ENSMUSG00000093976,ENSRNOG00000050627,ortholog_many2many
ENSMUSG00000033166,ENSRNOG00000009125,ortholog_one2one
ENSMUSG00000044994,ENSRNOG00000021069,ortholog_one2many
ENSMUSG00000094735,ENSRNOG00000048104,ortholog_many2many
ENSMUSG00000094735,ENSRNOG00000049710,ortholog_many2many
ENSMUSG00000094735,ENSRNOG00000048505,ortholog_many2many
ENSMUSG00000031444,ENSRNOG00000033444,ortholog_one2one
ENSMUSG00000003585,ENSRNOG00000004672,ortholog_one2one
ENSMUSG00000064363,ENSRNOG00000029707,ortholog_one2one
ENSMUSG00000066268,ENSRNOG00000047528,ortholog_one2one
ENSMUSG00000067526,ENSRNOG00000021069,ortholog_one2many
ENSMUSG00000094011,ENSRNOG00000048104,ortholog_many2many
ENSMUSG00000094011,ENSRNOG00000049710,ortholog_many2many
ENSMUSG00000094011,ENSRNOG00000048505,ortholog_many2many
ENSMUSG00000065947,ENSRNOG00000031053,ortholog_one2many
ENSMUSG00000041025,,
ENSMUSG00000078080,ENSRNOG00000048866,ortholog_many2many
ENSMUSG00000078080,ENSRNOG00000045576,ortholog_many2many
ENSMUSG00000078080,ENSRNOG00000050328,ortholog_many2many
ENSMUSG00000028517,ENSRNOG00000008116,ortholog_one2one
ENSMUSG00000067528,ENSRNOG00000021069,ortholog_one2many
ENSMUSG00000028883,ENSRNOG00000023337,ortholog_one2one
ENSMUSG00000064360,ENSRNOG00000033615,ortholog_one2one
ENSMUSG00000096164,ENSRNOG00000048104,ortholog_many2many
ENSMUSG00000096164,ENSRNOG00000049710,ortholog_many2many
ENSMUSG00000096164,ENSRNOG00000048505,ortholog_many2many
ENSMUSG00000073959,ENSRNOG00000015689,ortholog_one2many
ENSMUSG00000067529,ENSRNOG00000021065,ortholog_one2one
ENSMUSG00000019891,ENSRNOG00000000407,ortholog_one2one
ENSMUSG00000064358,ENSRNOG00000030700,ortholog_one2one
ENSMUSG00000064357,ENSRNOG00000031979,ortholog_one2one
ENSMUSG00000096152,ENSRNOG00000048104,ortholog_many2many
ENSMUSG00000096152,ENSRNOG00000049710,ortholog_many2many
ENSMUSG00000096152,ENSRNOG00000048505,ortholog_many2many
ENSMUSG00000073960,ENSRNOG00000048866,ortholog_many2many
ENSMUSG00000073960,ENSRNOG00000045576,ortholog_many2many
ENSMUSG00000073960,ENSRNOG00000050328,ortholog_many2many
ENSMUSG00000028259,ENSRNOG00000007680,ortholog_one2one
ENSMUSG00000064356,ENSRNOG00000033299,ortholog_one2one
ENSMUSG00000021440,ENSRNOG00000033540,ortholog_one2one
ENSMUSG00000064354,ENSRNOG00000030371,ortholog_one2one
ENSMUSG00000073961,ENSRNOG00000015689,ortholog_one2many
ENSMUSG00000095076,ENSRNOG00000048778,ortholog_many2many
ENSMUSG00000095076,ENSRNOG00000046925,ortholog_many2many
ENSMUSG00000095076,ENSRNOG00000050184,ortholog_many2many
ENSMUSG00000095076,ENSRNOG00000047758,ortholog_many2many
ENSMUSG00000095076,ENSRNOG00000047839,ortholog_many2many
ENSMUSG00000095076,ENSRNOG00000048835,ortholog_many2many
ENSMUSG00000095076,ENSRNOG00000032647,ortholog_many2many
ENSMUSG00000095076,ENSRNOG00000048600,ortholog_many2many
ENSMUSG00000095201,ENSRNOG00000048104,ortholog_many2many
ENSMUSG00000095201,ENSRNOG00000049710,ortholog_many2many
ENSMUSG00000095201,ENSRNOG00000048505,ortholog_many2many
ENSMUSG00000095637,ENSRNOG00000030417,ortholog_one2many
ENSMUSG00000045792,ENSRNOG00000015673,ortholog_one2one
ENSMUSG00000034687,ENSRNOG00000002053,ortholog_one2one
ENSMUSG00000064351,ENSRNOG00000034234,ortholog_one2one
ENSMUSG00000095728,ENSRNOG00000043130,ortholog_many2many
ENSMUSG00000095728,ENSRNOG00000046931,ortholog_many2many
ENSMUSG00000044042,ENSRNOG00000031760,ortholog_one2one
ENSMUSG00000004748,ENSRNOG00000004640,ortholog_one2one
ENSMUSG00000034424,ENSRNOG00000011535,ortholog_one2one
ENSMUSG00000038112,ENSRNOG00000005960,ortholog_one2one
ENSMUSG00000051285,ENSRNOG00000005730,ortholog_one2one
ENSMUSG00000096645,ENSRNOG00000015005,ortholog_many2many
ENSMUSG00000096645,ENSRNOG00000030868,ortholog_many2many
ENSMUSG00000043354,ENSRNOG00000015657,ortholog_one2one
ENSMUSG00000027596,ENSRNOG00000017701,ortholog_one2one
ENSMUSG00000028249,ENSRNOG00000009683,ortholog_one2one
ENSMUSG00000094722,ENSRNOG00000024884,ortholog_one2many
ENSMUSG00000094351,,
ENSMUSG00000057446,ENSRNOG00000040000,ortholog_one2many
ENSMUSG00000057446,ENSRNOG00000048693,ortholog_one2many
ENSMUSG00000051234,ENSRNOG00000011663,ortholog_one2many
ENSMUSG00000073962,ENSRNOG00000034083,ortholog_one2many
ENSMUSG00000073962,ENSRNOG00000015649,ortholog_one2many
ENSMUSG00000064345,ENSRNOG00000031033,ortholog_one2one
ENSMUSG00000094352,ENSRNOG00000030417,ortholog_one2many
ENSMUSG00000033285,ENSRNOG00000019670,ortholog_one2one
ENSMUSG00000031847,ENSRNOG00000045541,ortholog_one2one
ENSMUSG00000040372,ENSRNOG00000007675,ortholog_one2one
ENSMUSG00000096244,,
ENSMUSG00000054752,ENSRNOG00000017823,ortholog_one2one
ENSMUSG00000066269,,
ENSMUSG00000095229,ENSRNOG00000030417,ortholog_one2many
ENSMUSG00000096776,,
ENSMUSG00000064341,ENSRNOG00000030644,ortholog_one2one
ENSMUSG00000060508,ENSRNOG00000021913,ortholog_one2one
ENSMUSG00000056418,,
ENSMUSG00000045824,ENSRNOG00000048436,ortholog_one2one
