Ensembl Gene ID,Fly Ensembl Gene ID,Homology Type
ENSMUSG00000050815,,
ENSMUSG00000028329,FBgn0004832,ortholog_one2one
ENSMUSG00000083780,FBgn0039347,ortholog_one2many
ENSMUSG00000074865,,
ENSMUSG00000028737,FBgn0053092,ortholog_one2many
ENSMUSG00000028737,FBgn0037138,ortholog_one2many
ENSMUSG00000028737,FBgn0036403,ortholog_one2many
ENSMUSG00000095768,,
ENSMUSG00000046650,,
ENSMUSG00000040963,,
ENSMUSG00000021342,,
ENSMUSG00000055820,,
ENSMUSG00000095275,,
ENSMUSG00000096436,,
ENSMUSG00000059874,,
ENSMUSG00000037816,,
ENSMUSG00000055228,,
ENSMUSG00000045160,,
ENSMUSG00000061200,,
ENSMUSG00000067513,,
ENSMUSG00000094353,,
ENSMUSG00000094942,,
ENSMUSG00000079657,FBgn0086913,ortholog_one2many
ENSMUSG00000025453,,
ENSMUSG00000045540,,
ENSMUSG00000095640,,
ENSMUSG00000095837,,
ENSMUSG00000054763,,
ENSMUSG00000045835,FBgn0039743,ortholog_one2many
ENSMUSG00000074656,FBgn0004926,ortholog_one2one
ENSMUSG00000073950,,
ENSMUSG00000034416,,
ENSMUSG00000074867,,
ENSMUSG00000036106,,
ENSMUSG00000096761,,
ENSMUSG00000095839,,
ENSMUSG00000036661,,
ENSMUSG00000073951,,
ENSMUSG00000048076,FBgn0010348,ortholog_one2many
ENSMUSG00000025817,,
ENSMUSG00000096903,,
ENSMUSG00000099269,FBgn0004910,ortholog_one2many
ENSMUSG00000019861,,
ENSMUSG00000073952,,
ENSMUSG00000074870,FBgn0013770,ortholog_one2many
ENSMUSG00000075571,,
ENSMUSG00000062121,,
ENSMUSG00000098049,,
ENSMUSG00000045394,,
ENSMUSG00000096663,,
ENSMUSG00000096194,FBgn0005695,ortholog_one2many
ENSMUSG00000043131,FBgn0038965,ortholog_one2many
ENSMUSG00000060049,,
ENSMUSG00000073953,,
ENSMUSG00000055745,,
ENSMUSG00000078747,,
ENSMUSG00000094762,,
ENSMUSG00000093857,FBgn0005695,ortholog_one2many
ENSMUSG00000098598,,
ENSMUSG00000064110,,
ENSMUSG00000003581,,
ENSMUSG00000067519,,
ENSMUSG00000074871,FBgn0013770,ortholog_one2many
ENSMUSG00000094545,,
ENSMUSG00000057321,FBgn0260936,ortholog_one2many
ENSMUSG00000075572,,
ENSMUSG00000099100,,
ENSMUSG00000094133,,
ENSMUSG00000095770,,
ENSMUSG00000091096,,
ENSMUSG00000059106,,
ENSMUSG00000096386,,
ENSMUSG00000075573,,
ENSMUSG00000067522,,
ENSMUSG00000073954,,
ENSMUSG00000058435,,
ENSMUSG00000095806,,
ENSMUSG00000067524,,
ENSMUSG00000042050,FBgn0034095,ortholog_one2one
ENSMUSG00000075574,,
ENSMUSG00000095300,,
ENSMUSG00000073955,,
ENSMUSG00000048978,,
ENSMUSG00000098034,,
ENSMUSG00000094439,,
ENSMUSG00000067525,,
ENSMUSG00000059867,,
ENSMUSG00000095745,,
ENSMUSG00000091539,,
ENSMUSG00000073956,,
ENSMUSG00000029622,FBgn0001961,ortholog_one2many
ENSMUSG00000064370,FBgn0013678,ortholog_one2one
ENSMUSG00000094757,,
ENSMUSG00000090497,,
ENSMUSG00000048299,,
ENSMUSG00000025041,FBgn0052549,ortholog_one2one
ENSMUSG00000034384,FBgn0030408,ortholog_one2many
ENSMUSG00000094886,FBgn0052069,ortholog_one2many
ENSMUSG00000020441,,
ENSMUSG00000064368,,
ENSMUSG00000094298,,
ENSMUSG00000057461,,
ENSMUSG00000064367,FBgn0013684,ortholog_one2many
ENSMUSG00000096730,,
ENSMUSG00000051362,,
ENSMUSG00000039483,,
ENSMUSG00000093976,,
ENSMUSG00000033166,FBgn0039183,ortholog_one2one
ENSMUSG00000044994,,
ENSMUSG00000094735,,
ENSMUSG00000031444,,
ENSMUSG00000003585,FBgn0035146,ortholog_one2many
ENSMUSG00000064363,FBgn0262952,ortholog_one2one
ENSMUSG00000066268,,
ENSMUSG00000067526,,
ENSMUSG00000094011,,
ENSMUSG00000065947,,
ENSMUSG00000041025,,
ENSMUSG00000078080,,
ENSMUSG00000028517,FBgn0037164,ortholog_many2many
ENSMUSG00000028517,FBgn0037167,ortholog_many2many
ENSMUSG00000028517,FBgn0037163,ortholog_many2many
ENSMUSG00000028517,FBgn0037166,ortholog_many2many
ENSMUSG00000028517,FBgn0037165,ortholog_many2many
ENSMUSG00000028517,FBgn0041087,ortholog_many2many
ENSMUSG00000028517,FBgn0016078,ortholog_many2many
ENSMUSG00000067528,,
ENSMUSG00000028883,,
ENSMUSG00000064360,FBgn0013681,ortholog_one2one
ENSMUSG00000096164,,
ENSMUSG00000073959,,
ENSMUSG00000067529,,
ENSMUSG00000019891,,
ENSMUSG00000064358,FBgn0013676,ortholog_one2one
ENSMUSG00000064357,FBgn0013672,ortholog_one2one
ENSMUSG00000096152,,
ENSMUSG00000073960,,
ENSMUSG00000028259,,
ENSMUSG00000064356,,
ENSMUSG00000021440,FBgn0013770,ortholog_one2many
ENSMUSG00000064354,FBgn0013675,ortholog_one2one
ENSMUSG00000073961,,
ENSMUSG00000095076,,
ENSMUSG00000095201,,
ENSMUSG00000095637,FBgn0005695,ortholog_one2many
ENSMUSG00000045792,,
ENSMUSG00000034687,,
ENSMUSG00000064351,FBgn0013674,ortholog_one2one
ENSMUSG00000095728,,
ENSMUSG00000044042,FBgn0000256,ortholog_one2many
ENSMUSG00000004748,FBgn0030883,ortholog_one2one
ENSMUSG00000034424,FBgn0027945,ortholog_one2one
ENSMUSG00000038112,,
ENSMUSG00000051285,,
ENSMUSG00000096645,,
ENSMUSG00000043354,,
ENSMUSG00000027596,,
ENSMUSG00000028249,,
ENSMUSG00000094722,,
ENSMUSG00000094351,FBgn0031772,ortholog_many2many
ENSMUSG00000094351,FBgn0261624,ortholog_many2many
ENSMUSG00000057446,FBgn0013770,ortholog_one2many
ENSMUSG00000051234,FBgn0044020,ortholog_one2many
ENSMUSG00000073962,,
ENSMUSG00000064345,FBgn0013680,ortholog_one2one
ENSMUSG00000094352,FBgn0005695,ortholog_one2many
ENSMUSG00000033285,FBgn0038597,ortholog_many2many
ENSMUSG00000031847,,
ENSMUSG00000040372,,
ENSMUSG00000096244,,
ENSMUSG00000054752,FBgn0051721,ortholog_one2many
ENSMUSG00000066269,,
ENSMUSG00000095229,FBgn0005695,ortholog_one2many
ENSMUSG00000096776,,
ENSMUSG00000064341,FBgn0013679,ortholog_one2one
ENSMUSG00000060508,,
ENSMUSG00000056418,,
ENSMUSG00000045824,,
ENSMUSG00000021441,FBgn0013770,ortholog_one2many
ENSMUSG00000095754,,
ENSMUSG00000052785,,
ENSMUSG00000047388,,
ENSMUSG00000049076,FBgn0039056,ortholog_one2many
ENSMUSG00000001552,,
ENSMUSG00000094391,FBgn0005695,ortholog_one2many
ENSMUSG00000073963,,
ENSMUSG00000062038,FBgn0000409,ortholog_one2many
ENSMUSG00000098112,FBgn0027356,ortholog_one2many
ENSMUSG00000035910,,
ENSMUSG00000022070,,
ENSMUSG00000043310,,
ENSMUSG00000079834,FBgn0038795,ortholog_one2one
ENSMUSG00000032412,FBgn0032946,ortholog_many2many
ENSMUSG00000032412,FBgn0015776,ortholog_many2many
ENSMUSG00000032412,FBgn0015777,ortholog_many2many
ENSMUSG00000055679,FBgn0013770,ortholog_one2many
ENSMUSG00000014547,FBgn0032246,ortholog_one2many
ENSMUSG00000073964,,
ENSMUSG00000054986,FBgn0035146,ortholog_one2many
ENSMUSG00000062142,,
ENSMUSG00000053110,FBgn0034970,ortholog_one2many
ENSMUSG00000061654,FBgn0014388,ortholog_one2many
ENSMUSG00000039128,,
ENSMUSG00000011171,,
ENSMUSG00000059923,FBgn0004638,ortholog_one2many
ENSMUSG00000073965,,
ENSMUSG00000064105,FBgn0262124,ortholog_one2many
ENSMUSG00000033186,,
ENSMUSG00000090805,,
ENSMUSG00000028518,FBgn0023169,ortholog_one2many
ENSMUSG00000070777,,
ENSMUSG00000060888,,
ENSMUSG00000051412,FBgn0033452,ortholog_one2one
ENSMUSG00000048469,,
ENSMUSG00000027787,FBgn0023542,ortholog_one2one
ENSMUSG00000025402,FBgn0259986,ortholog_one2many
ENSMUSG00000021732,,
ENSMUSG00000036860,FBgn0038678,ortholog_one2one
ENSMUSG00000040254,,
ENSMUSG00000094799,,
ENSMUSG00000073966,,
ENSMUSG00000021339,,
ENSMUSG00000070778,FBgn0014026,ortholog_one2many
ENSMUSG00000079794,,
ENSMUSG00000079192,,
ENSMUSG00000043366,,
ENSMUSG00000097411,,
ENSMUSG00000040498,,
ENSMUSG00000095092,,
ENSMUSG00000026857,FBgn0033457,ortholog_one2many
ENSMUSG00000036438,FBgn0000253,ortholog_one2many
ENSMUSG00000079800,,
ENSMUSG00000031756,,
ENSMUSG00000029621,FBgn0001961,ortholog_one2many
ENSMUSG00000066272,,
ENSMUSG00000059366,,
ENSMUSG00000021843,,
ENSMUSG00000094065,,
ENSMUSG00000021731,FBgn0030692,ortholog_one2one
ENSMUSG00000095041,FBgn0026576,ortholog_one2many
ENSMUSG00000066273,,
ENSMUSG00000094759,,
ENSMUSG00000050853,,
ENSMUSG00000070423,,
ENSMUSG00000096543,,
ENSMUSG00000073967,,
ENSMUSG00000024687,FBgn0020626,ortholog_one2many
ENSMUSG00000053559,,
ENSMUSG00000019368,FBgn0035146,ortholog_one2many
ENSMUSG00000095322,,
ENSMUSG00000036557,,
ENSMUSG00000040511,,
ENSMUSG00000014633,FBgn0259721,ortholog_one2one
ENSMUSG00000073968,,
ENSMUSG00000003559,,
ENSMUSG00000000346,,
ENSMUSG00000062649,,
ENSMUSG00000042063,,
ENSMUSG00000062760,,
ENSMUSG00000073969,,
ENSMUSG00000095019,,
ENSMUSG00000041718,FBgn0039639,ortholog_one2many
ENSMUSG00000073970,,
ENSMUSG00000063176,,
ENSMUSG00000062376,,
ENSMUSG00000095326,,
ENSMUSG00000028261,FBgn0037777,ortholog_one2one
ENSMUSG00000096850,,
ENSMUSG00000021439,FBgn0013770,ortholog_one2many
ENSMUSG00000073971,,
ENSMUSG00000039145,,
ENSMUSG00000029620,,
ENSMUSG00000073972,,
ENSMUSG00000094745,,
ENSMUSG00000031758,FBgn0037027,ortholog_one2many
ENSMUSG00000047434,FBgn0034959,ortholog_one2one
ENSMUSG00000073973,,
ENSMUSG00000031443,,
ENSMUSG00000021072,FBgn0034914,ortholog_one2many
ENSMUSG00000096466,,
ENSMUSG00000096768,,
ENSMUSG00000073974,,
ENSMUSG00000049848,,
ENSMUSG00000061707,,
ENSMUSG00000046546,FBgn0037720,ortholog_one2many
ENSMUSG00000073975,,
ENSMUSG00000030243,,
ENSMUSG00000049721,,
ENSMUSG00000095134,,
ENSMUSG00000095366,,
ENSMUSG00000014686,,
ENSMUSG00000096178,,
ENSMUSG00000026676,,
ENSMUSG00000095099,,
ENSMUSG00000029062,FBgn0016696,ortholog_one2one
ENSMUSG00000033740,FBgn0263772,ortholog_one2many
ENSMUSG00000030966,,
ENSMUSG00000046139,,
ENSMUSG00000094375,,
ENSMUSG00000092216,,
ENSMUSG00000095800,,
ENSMUSG00000091060,,
ENSMUSG00000036356,FBgn0033500,ortholog_one2many
ENSMUSG00000094909,,
ENSMUSG00000060878,,
ENSMUSG00000078612,,
ENSMUSG00000073977,,
ENSMUSG00000093881,,
ENSMUSG00000067545,,
ENSMUSG00000026697,,
ENSMUSG00000073978,,
ENSMUSG00000094459,,
ENSMUSG00000020064,FBgn0035207,ortholog_one2many
ENSMUSG00000001052,FBgn0033460,ortholog_one2many
ENSMUSG00000060556,,
ENSMUSG00000095083,,
ENSMUSG00000073979,,
ENSMUSG00000028240,,
ENSMUSG00000094399,,
ENSMUSG00000048292,,
ENSMUSG00000044824,,
ENSMUSG00000023953,FBgn0037141,ortholog_one2one
ENSMUSG00000094716,,
ENSMUSG00000032000,FBgn0260635,ortholog_many2many
ENSMUSG00000032000,FBgn0015247,ortholog_many2many
ENSMUSG00000096625,,
ENSMUSG00000043925,,
ENSMUSG00000020884,,
ENSMUSG00000029486,FBgn0037566,ortholog_one2one
ENSMUSG00000067848,,
ENSMUSG00000094761,,
ENSMUSG00000044814,,
ENSMUSG00000053175,,
ENSMUSG00000034467,FBgn0035009,ortholog_one2many
ENSMUSG00000034467,FBgn0028569,ortholog_one2many
ENSMUSG00000020048,FBgn0039562,ortholog_one2one
ENSMUSG00000095303,,
ENSMUSG00000045391,,
ENSMUSG00000095386,,
ENSMUSG00000094744,,
ENSMUSG00000095838,,
ENSMUSG00000006930,FBgn0262872,ortholog_one2many
ENSMUSG00000043300,,
ENSMUSG00000039963,FBgn0262123,ortholog_one2one
ENSMUSG00000026672,,
ENSMUSG00000073682,,
ENSMUSG00000054423,FBgn0053653,ortholog_one2many
ENSMUSG00000094418,,
ENSMUSG00000055435,FBgn0000964,ortholog_one2many
ENSMUSG00000049742,,
ENSMUSG00000095443,,
ENSMUSG00000095167,,
ENSMUSG00000095760,,
ENSMUSG00000090468,,
ENSMUSG00000020430,FBgn0032138,ortholog_one2one
ENSMUSG00000030978,FBgn0011703,ortholog_one2one
ENSMUSG00000057367,FBgn0260635,ortholog_many2many
ENSMUSG00000057367,FBgn0015247,ortholog_many2many
ENSMUSG00000026696,,
ENSMUSG00000053886,,
ENSMUSG00000095650,,
ENSMUSG00000035161,FBgn0261383,ortholog_one2many
ENSMUSG00000032411,FBgn0011763,ortholog_one2many
ENSMUSG00000096187,,
ENSMUSG00000095306,,
ENSMUSG00000096575,,
ENSMUSG00000020444,FBgn0036099,ortholog_one2one
ENSMUSG00000093832,,
ENSMUSG00000096418,,
ENSMUSG00000028063,FBgn0010397,ortholog_many2many
ENSMUSG00000028063,FBgn0002525,ortholog_many2many
ENSMUSG00000094036,,
ENSMUSG00000096671,,
ENSMUSG00000021730,FBgn0263397,ortholog_one2many
ENSMUSG00000030987,FBgn0045073,ortholog_one2many
ENSMUSG00000094660,,
ENSMUSG00000034493,,
ENSMUSG00000095688,,
ENSMUSG00000091155,,
ENSMUSG00000073255,,
ENSMUSG00000027363,FBgn0038862,ortholog_one2one
ENSMUSG00000017165,,
ENSMUSG00000094469,,
ENSMUSG00000004637,FBgn0031972,ortholog_one2one
ENSMUSG00000028330,FBgn0022942,ortholog_one2one
ENSMUSG00000090308,,
ENSMUSG00000043448,,
ENSMUSG00000095153,,
ENSMUSG00000094205,,
ENSMUSG00000090816,,
ENSMUSG00000020720,FBgn0028690,ortholog_one2one
ENSMUSG00000095109,,
ENSMUSG00000040525,FBgn0020224,ortholog_one2many
ENSMUSG00000062372,FBgn0035935,ortholog_one2many
ENSMUSG00000073982,FBgn0014011,ortholog_many2many
ENSMUSG00000073982,FBgn0010333,ortholog_many2many
ENSMUSG00000096125,,
ENSMUSG00000022449,,
ENSMUSG00000094105,,
ENSMUSG00000023952,FBgn0037391,ortholog_one2one
ENSMUSG00000094857,,
ENSMUSG00000096552,,
ENSMUSG00000020044,,
ENSMUSG00000015733,FBgn0034577,ortholog_one2many
ENSMUSG00000003555,FBgn0003486,ortholog_many2many
ENSMUSG00000003555,FBgn0086917,ortholog_many2many
ENSMUSG00000095582,,
ENSMUSG00000035530,FBgn0035423,ortholog_one2many
ENSMUSG00000095726,,
ENSMUSG00000021743,FBgn0031375,ortholog_one2many
ENSMUSG00000096816,,
ENSMUSG00000035184,,
ENSMUSG00000095815,,
ENSMUSG00000095921,,
ENSMUSG00000026669,FBgn0032929,ortholog_one2one
ENSMUSG00000094629,,
ENSMUSG00000020432,,
ENSMUSG00000094348,,
ENSMUSG00000041488,FBgn0013343,ortholog_one2many
ENSMUSG00000055298,FBgn0013770,ortholog_one2many
ENSMUSG00000094209,,
ENSMUSG00000057610,,
ENSMUSG00000073257,,
ENSMUSG00000037526,FBgn0039636,ortholog_one2one
ENSMUSG00000096104,,
ENSMUSG00000021185,,
ENSMUSG00000005667,FBgn0010222,ortholog_one2many
ENSMUSG00000026694,FBgn0032873,ortholog_one2one
ENSMUSG00000094047,,
ENSMUSG00000026942,FBgn0030748,ortholog_many2many
ENSMUSG00000029290,,
ENSMUSG00000035031,,
ENSMUSG00000033834,,
ENSMUSG00000095067,,
ENSMUSG00000096548,,
ENSMUSG00000095750,,
ENSMUSG00000037536,,
ENSMUSG00000044258,FBgn0034443,ortholog_one2many
ENSMUSG00000095441,,
ENSMUSG00000027994,FBgn0042185,ortholog_one2many
ENSMUSG00000096778,,
ENSMUSG00000033111,,
ENSMUSG00000094279,,
ENSMUSG00000034509,,
ENSMUSG00000028412,FBgn0035523,ortholog_one2many
ENSMUSG00000036918,FBgn0021847,ortholog_one2many
ENSMUSG00000062705,,
ENSMUSG00000049287,FBgn0037610,ortholog_one2one
ENSMUSG00000096032,,
ENSMUSG00000022439,FBgn0052528,ortholog_one2many
ENSMUSG00000094742,,
ENSMUSG00000002980,,
ENSMUSG00000095578,,
ENSMUSG00000095084,,
ENSMUSG00000030990,FBgn0031284,ortholog_one2many
ENSMUSG00000030990,FBgn0030997,ortholog_one2many
ENSMUSG00000008874,,
ENSMUSG00000024683,FBgn0023519,ortholog_one2one
ENSMUSG00000094207,,
ENSMUSG00000027867,,
ENSMUSG00000045750,,
ENSMUSG00000095114,,
ENSMUSG00000041255,,
ENSMUSG00000096369,,
ENSMUSG00000066752,,
ENSMUSG00000038770,,
ENSMUSG00000094746,,
ENSMUSG00000024682,,
ENSMUSG00000095867,,
ENSMUSG00000026821,,
ENSMUSG00000096203,,
ENSMUSG00000094739,,
ENSMUSG00000046844,,
ENSMUSG00000096266,,
ENSMUSG00000048807,,
ENSMUSG00000094045,,
ENSMUSG00000050912,,
ENSMUSG00000095090,,
ENSMUSG00000096898,,
ENSMUSG00000020744,FBgn0035078,ortholog_one2many
ENSMUSG00000020744,FBgn0037852,ortholog_one2many
ENSMUSG00000062300,,
ENSMUSG00000073854,,
ENSMUSG00000094647,,
ENSMUSG00000074516,FBgn0016726,ortholog_one2many
ENSMUSG00000047205,FBgn0039742,ortholog_one2many
ENSMUSG00000028243,FBgn0033179,ortholog_many2many
ENSMUSG00000028243,FBgn0259729,ortholog_many2many
ENSMUSG00000095179,,
ENSMUSG00000096491,,
ENSMUSG00000029516,FBgn0002466,ortholog_one2one
ENSMUSG00000022607,FBgn0020440,ortholog_one2many
ENSMUSG00000093982,,
ENSMUSG00000039976,FBgn0032249,ortholog_one2one
ENSMUSG00000094549,,
ENSMUSG00000096040,,
ENSMUSG00000068323,FBgn0259111,ortholog_one2many
ENSMUSG00000031767,,
ENSMUSG00000094404,,
ENSMUSG00000020434,,
ENSMUSG00000027429,FBgn0262125,ortholog_one2many
ENSMUSG00000096207,,
ENSMUSG00000022892,FBgn0000108,ortholog_one2many
ENSMUSG00000093872,,
ENSMUSG00000018623,,
ENSMUSG00000096843,,
ENSMUSG00000087247,,
ENSMUSG00000093819,,
ENSMUSG00000095808,,
ENSMUSG00000073741,,
ENSMUSG00000095949,,
ENSMUSG00000009207,FBgn0033309,ortholog_one2one
ENSMUSG00000021728,FBgn0261822,ortholog_one2many
ENSMUSG00000093882,,
ENSMUSG00000094507,,
ENSMUSG00000022538,FBgn0028274,ortholog_one2one
ENSMUSG00000036158,FBgn0263934,ortholog_many2many
ENSMUSG00000036158,FBgn0003090,ortholog_many2many
ENSMUSG00000024150,FBgn0038829,ortholog_one2one
ENSMUSG00000095378,,
ENSMUSG00000094645,,
ENSMUSG00000091423,,
ENSMUSG00000002984,FBgn0016041,ortholog_many2many
ENSMUSG00000002984,FBgn0033074,ortholog_many2many
ENSMUSG00000018620,,
ENSMUSG00000096754,,
ENSMUSG00000039753,,
ENSMUSG00000096643,,
ENSMUSG00000096013,,
ENSMUSG00000021180,FBgn0020412,ortholog_one2many
ENSMUSG00000096234,,
ENSMUSG00000025757,FBgn0026418,ortholog_one2many
ENSMUSG00000095173,,
ENSMUSG00000091903,,
ENSMUSG00000095679,,
ENSMUSG00000037104,FBgn0041184,ortholog_one2many
ENSMUSG00000020241,,
ENSMUSG00000095887,,
ENSMUSG00000096261,,
ENSMUSG00000040265,,
ENSMUSG00000021071,FBgn0051721,ortholog_one2many
ENSMUSG00000029656,,
ENSMUSG00000095598,,
ENSMUSG00000020067,,
ENSMUSG00000071035,FBgn0034455,ortholog_one2many
ENSMUSG00000095904,,
ENSMUSG00000094142,,
ENSMUSG00000055933,,
ENSMUSG00000063550,FBgn0039120,ortholog_one2one
ENSMUSG00000096902,,
ENSMUSG00000094453,,
ENSMUSG00000036816,FBgn0024249,ortholog_one2many
ENSMUSG00000036816,FBgn0003270,ortholog_one2many
ENSMUSG00000063611,,
ENSMUSG00000093837,,
ENSMUSG00000070886,,
ENSMUSG00000035495,,
ENSMUSG00000094961,,
ENSMUSG00000096836,,
ENSMUSG00000030465,FBgn0051158,ortholog_one2many
ENSMUSG00000041440,FBgn0035392,ortholog_one2one
ENSMUSG00000096489,,
ENSMUSG00000041857,,
ENSMUSG00000096762,,
ENSMUSG00000066279,FBgn0031261,ortholog_many2many
ENSMUSG00000046079,,
ENSMUSG00000095485,,
ENSMUSG00000041671,FBgn0032846,ortholog_one2one
ENSMUSG00000094616,,
ENSMUSG00000094052,,
ENSMUSG00000020435,FBgn0020626,ortholog_one2many
ENSMUSG00000040387,,
ENSMUSG00000027784,FBgn0027515,ortholog_one2one
ENSMUSG00000030996,,
ENSMUSG00000094260,,
ENSMUSG00000002985,,
ENSMUSG00000055895,,
ENSMUSG00000021745,FBgn0004369,ortholog_one2many
ENSMUSG00000094781,,
ENSMUSG00000095535,,
ENSMUSG00000074874,FBgn0034443,ortholog_one2many
ENSMUSG00000095296,,
ENSMUSG00000069041,FBgn0003360,ortholog_many2many
ENSMUSG00000069041,FBgn0025111,ortholog_many2many
ENSMUSG00000095855,,
ENSMUSG00000022438,FBgn0052528,ortholog_one2many
ENSMUSG00000031285,FBgn0261387,ortholog_one2many
ENSMUSG00000098207,,
ENSMUSG00000047731,,
ENSMUSG00000024681,,
ENSMUSG00000096419,,
ENSMUSG00000057246,,
ENSMUSG00000095888,,
ENSMUSG00000050345,FBgn0013770,ortholog_one2many
ENSMUSG00000094763,,
ENSMUSG00000002147,FBgn0016917,ortholog_one2many
ENSMUSG00000041681,,
ENSMUSG00000053399,FBgn0038341,ortholog_one2many
ENSMUSG00000095634,,
ENSMUSG00000009739,,
ENSMUSG00000095496,,
ENSMUSG00000096732,,
ENSMUSG00000024680,,
ENSMUSG00000070424,,
ENSMUSG00000056728,FBgn0013770,ortholog_one2many
ENSMUSG00000094882,,
ENSMUSG00000070323,,
ENSMUSG00000095829,,
ENSMUSG00000096016,,
ENSMUSG00000025907,FBgn0037363,ortholog_one2one
ENSMUSG00000045962,FBgn0037098,ortholog_one2many
ENSMUSG00000042202,FBgn0031183,ortholog_one2many
ENSMUSG00000093790,,
ENSMUSG00000042243,FBgn0013770,ortholog_one2many
ENSMUSG00000036202,FBgn0050085,ortholog_one2one
ENSMUSG00000034724,FBgn0011725,ortholog_one2many
ENSMUSG00000026829,,
ENSMUSG00000095001,,
ENSMUSG00000040430,FBgn0027872,ortholog_one2one
ENSMUSG00000096846,,
ENSMUSG00000040564,,
ENSMUSG00000096881,,
ENSMUSG00000097148,FBgn0001091,ortholog_many2many
ENSMUSG00000097148,FBgn0001092,ortholog_many2many
ENSMUSG00000094056,,
ENSMUSG00000095999,,
ENSMUSG00000074336,,
ENSMUSG00000072714,FBgn0032987,ortholog_one2many
ENSMUSG00000095302,,
ENSMUSG00000026698,FBgn0035435,ortholog_one2one
ENSMUSG00000096666,,
ENSMUSG00000056426,,
ENSMUSG00000096608,,
ENSMUSG00000030735,FBgn0024556,ortholog_one2many
ENSMUSG00000066036,FBgn0011230,ortholog_one2one
ENSMUSG00000096739,,
