Ensembl Gene ID,Gorilla Ensembl Gene ID,Homology Type
ENSG00000239050,ENSGGOG00000029879,ortholog_one2one
ENSG00000221316,ENSGGOG00000032560,ortholog_one2one
ENSG00000201847,ENSGGOG00000032601,ortholog_one2one
ENSG00000221650,,
ENSG00000221473,ENSGGOG00000032848,ortholog_one2one
ENSG00000227248,,
ENSG00000223177,ENSGGOG00000029074,ortholog_one2one
ENSG00000232087,,
ENSG00000229938,,
ENSG00000236094,,
ENSG00000236242,,
ENSG00000238185,,
ENSG00000223617,,
ENSG00000230233,,
ENSG00000230403,,
ENSG00000236053,,
ENSG00000261163,,
ENSG00000265841,ENSGGOG00000031426,ortholog_one2many
ENSG00000231894,,
ENSG00000229792,,
ENSG00000221041,ENSGGOG00000034546,ortholog_one2many
ENSG00000221041,ENSGGOG00000030811,ortholog_one2many
ENSG00000234854,,
ENSG00000198618,,
ENSG00000229427,,
ENSG00000255813,,
ENSG00000201161,ENSGGOG00000030587,ortholog_one2one
ENSG00000231428,,
ENSG00000232193,,
ENSG00000229715,,
ENSG00000226204,,
ENSG00000265885,,
ENSG00000238629,ENSGGOG00000034509,ortholog_one2one
ENSG00000235965,,
ENSG00000224821,,
ENSG00000235822,,
ENSG00000229289,,
ENSG00000237637,,
ENSG00000232814,,
ENSG00000226818,,
ENSG00000230633,,
ENSG00000255831,,
ENSG00000231620,,
ENSG00000215515,,
ENSG00000225239,,
ENSG00000212609,ENSGGOG00000035228,ortholog_one2many
ENSG00000212609,ENSGGOG00000030382,ortholog_one2many
ENSG00000259831,,
ENSG00000212293,ENSGGOG00000029016,ortholog_one2one
ENSG00000230198,,
ENSG00000270008,,
ENSG00000229152,,
ENSG00000271486,,
ENSG00000229336,,
ENSG00000229800,,
ENSG00000227105,,
ENSG00000215353,,
ENSG00000233480,,
ENSG00000225760,,
ENSG00000233236,,
ENSG00000225870,,
ENSG00000251851,ENSGGOG00000036101,ortholog_one2one
ENSG00000252963,,
ENSG00000235875,,
ENSG00000207325,ENSGGOG00000028949,ortholog_one2one
ENSG00000233676,,
ENSG00000226968,,
ENSG00000233644,,
ENSG00000234439,,
ENSG00000227352,,
ENSG00000227604,,
ENSG00000233206,,
ENSG00000221677,ENSGGOG00000031337,ortholog_one2one
ENSG00000215881,,
ENSG00000230300,,
ENSG00000261258,,
ENSG00000226903,,
ENSG00000224924,,
ENSG00000264989,,
ENSG00000200072,ENSGGOG00000031085,ortholog_one2one
ENSG00000260385,,
ENSG00000229520,,
ENSG00000215351,,
ENSG00000224243,,
ENSG00000226771,,
ENSG00000260102,,
ENSG00000221210,,
ENSG00000234730,,
ENSG00000260343,,
ENSG00000198434,,
ENSG00000223626,,
ENSG00000237527,,
ENSG00000264726,,
ENSG00000232684,,
ENSG00000238265,,
ENSG00000234603,,
ENSG00000236581,,
ENSG00000267868,,
ENSG00000188403,ENSGGOG00000021940,ortholog_one2many
ENSG00000235280,,
ENSG00000269356,,
ENSG00000233997,,
ENSG00000269376,,
ENSG00000231882,,
ENSG00000230371,,
ENSG00000259490,ENSGGOG00000023634,ortholog_one2one
ENSG00000269125,,
ENSG00000227075,,
ENSG00000232662,,
ENSG00000270961,,
ENSG00000225083,,
ENSG00000233215,,
ENSG00000233613,,
ENSG00000271317,,
ENSG00000202347,ENSGGOG00000028808,ortholog_one2one
ENSG00000227208,,
ENSG00000270783,,
ENSG00000233695,,
ENSG00000271197,,
ENSG00000272695,,
ENSG00000184856,,
ENSG00000227911,,
ENSG00000237699,,
ENSG00000271336,,
ENSG00000264288,,
ENSG00000265259,,
ENSG00000260753,,
ENSG00000234340,,
ENSG00000230490,,
ENSG00000212051,ENSGGOG00000031494,ortholog_one2one
ENSG00000226921,,
ENSG00000264365,,
ENSG00000273321,,
ENSG00000234535,,
ENSG00000232986,,
ENSG00000199636,ENSGGOG00000032347,ortholog_one2one
ENSG00000265094,,
ENSG00000252397,ENSGGOG00000035978,ortholog_one2one
ENSG00000263663,,
ENSG00000227254,,
ENSG00000229373,,
ENSG00000199196,ENSGGOG00000029378,ortholog_one2one
ENSG00000215405,ENSGGOG00000026600,ortholog_one2many
ENSG00000271850,,
ENSG00000225179,,
ENSG00000231136,,
ENSG00000260910,,
ENSG00000271901,,
ENSG00000202339,ENSGGOG00000034071,ortholog_one2one
ENSG00000232487,,
ENSG00000226043,,
ENSG00000231910,,
ENSG00000264539,,
ENSG00000261728,,
ENSG00000223488,,
ENSG00000265450,,
ENSG00000232795,,
ENSG00000226158,,
ENSG00000234835,,
ENSG00000229723,,
ENSG00000268343,,
ENSG00000221519,ENSGGOG00000032725,ortholog_many2many
ENSG00000236036,,
ENSG00000207203,ENSGGOG00000034595,ortholog_one2one
ENSG00000169861,ENSGGOG00000021940,ortholog_one2many
ENSG00000266047,ENSGGOG00000029966,ortholog_one2one
ENSG00000223383,,
ENSG00000222602,ENSGGOG00000034499,ortholog_one2one
ENSG00000235306,,
ENSG00000223543,,
ENSG00000215486,,
ENSG00000261631,,
ENSG00000230031,ENSGGOG00000015216,ortholog_one2many
ENSG00000271337,,
ENSG00000236711,,
ENSG00000228825,,
ENSG00000232378,,
ENSG00000226161,,
ENSG00000221100,,
ENSG00000202395,ENSGGOG00000032973,ortholog_one2one
ENSG00000230283,,
ENSG00000234034,,
ENSG00000230390,,
ENSG00000263796,,
ENSG00000199276,ENSGGOG00000030369,ortholog_one2one
ENSG00000225906,,
ENSG00000228036,,
ENSG00000230972,,
ENSG00000259896,,
ENSG00000223685,,
ENSG00000219368,,
ENSG00000236354,,
ENSG00000231058,,
ENSG00000229437,,
ENSG00000223078,ENSGGOG00000035108,ortholog_one2one
ENSG00000234701,,
ENSG00000228592,,
ENSG00000252795,ENSGGOG00000035402,ortholog_one2one
ENSG00000212049,,
ENSG00000270824,,
ENSG00000225350,,
ENSG00000225221,,
ENSG00000270451,,
ENSG00000235550,,
ENSG00000223822,,
ENSG00000271255,,
ENSG00000214823,,
ENSG00000271305,,
ENSG00000238408,ENSGGOG00000031187,ortholog_one2one
ENSG00000216014,ENSGGOG00000030733,ortholog_one2one
ENSG00000264171,,
ENSG00000237569,,
ENSG00000200526,ENSGGOG00000028970,ortholog_one2one
ENSG00000224351,,
ENSG00000138593,ENSGGOG00000007289,ortholog_one2one
ENSG00000270444,,
ENSG00000212553,ENSGGOG00000029025,ortholog_one2one
ENSG00000270185,,
ENSG00000230710,,
ENSG00000271429,,
ENSG00000207458,ENSGGOG00000033418,ortholog_one2one
ENSG00000268531,,
ENSG00000230058,,
ENSG00000252812,ENSGGOG00000035282,ortholog_one2one
ENSG00000215483,,
ENSG00000229456,,
ENSG00000211491,ENSGGOG00000029735,ortholog_one2one
ENSG00000207652,ENSGGOG00000029723,ortholog_one2one
ENSG00000168852,,
ENSG00000233917,ENSGGOG00000015216,ortholog_one2many
ENSG00000166157,ENSGGOG00000001612,ortholog_one2many
ENSG00000260245,,
ENSG00000176268,,
ENSG00000239827,,
ENSG00000229473,,
ENSG00000264226,,
ENSG00000199698,ENSGGOG00000034572,ortholog_one2one
ENSG00000244264,,
ENSG00000227716,,
ENSG00000215482,,
ENSG00000231986,,
ENSG00000238651,ENSGGOG00000034376,ortholog_one2one
ENSG00000225133,,
ENSG00000235564,,
ENSG00000231404,,
ENSG00000226996,,
ENSG00000264695,,
ENSG00000223280,ENSGGOG00000034343,ortholog_one2many
ENSG00000223280,ENSGGOG00000031758,ortholog_one2many
ENSG00000224018,,
ENSG00000266489,,
ENSG00000214222,,
ENSG00000224832,,
ENSG00000266181,,
ENSG00000205240,,
ENSG00000237484,,
ENSG00000265485,,
ENSG00000234655,,
ENSG00000263553,,
ENSG00000266520,,
ENSG00000215480,,
ENSG00000266809,,
ENSG00000263907,,
ENSG00000266573,,
ENSG00000263928,,
ENSG00000264042,,
ENSG00000264190,,
ENSG00000241406,,
ENSG00000206962,ENSGGOG00000034115,ortholog_one2one
ENSG00000264345,,
ENSG00000229696,,
ENSG00000229248,,
ENSG00000226093,,
ENSG00000231530,,
ENSG00000265552,,
ENSG00000237263,,
ENSG00000264434,,
ENSG00000265679,,
ENSG00000242216,,
ENSG00000270809,,
ENSG00000264193,,
ENSG00000234213,,
ENSG00000243925,,
ENSG00000260703,,
ENSG00000233259,,
ENSG00000188985,,
ENSG00000271216,,
ENSG00000229546,,
ENSG00000266227,,
ENSG00000238025,,
ENSG00000256715,ENSGGOG00000023007,ortholog_one2one
ENSG00000263829,,
ENSG00000229928,,
ENSG00000232540,,
ENSG00000266237,,
ENSG00000238189,,
ENSG00000252921,ENSGGOG00000035459,ortholog_one2one
ENSG00000233821,,
ENSG00000264911,,
ENSG00000270522,,
ENSG00000207160,ENSGGOG00000030409,ortholog_one2one
ENSG00000263862,,
ENSG00000166351,ENSGGOG00000015216,ortholog_one2many
ENSG00000252846,,
ENSG00000233725,,
ENSG00000263846,,
ENSG00000260283,,
ENSG00000269011,ENSGGOG00000025298,ortholog_one2many
ENSG00000260372,,
ENSG00000179611,,
ENSG00000168675,ENSGGOG00000013522,ortholog_one2one
ENSG00000226519,,
ENSG00000227258,,
ENSG00000265369,ENSGGOG00000034326,ortholog_one2one
ENSG00000235285,,
ENSG00000263677,,
ENSG00000230731,,
ENSG00000263382,,
ENSG00000237361,,
ENSG00000266184,,
ENSG00000266549,,
ENSG00000225727,,
ENSG00000265374,,
ENSG00000262684,,
ENSG00000230793,,
ENSG00000188992,,
ENSG00000238932,ENSGGOG00000029506,ortholog_one2one
ENSG00000237585,,
ENSG00000235097,,
ENSG00000223732,,
ENSG00000265802,,
ENSG00000223341,ENSGGOG00000034667,ortholog_one2one
ENSG00000271818,ENSGGOG00000029515,ortholog_one2one
ENSG00000252055,ENSGGOG00000035994,ortholog_one2one
ENSG00000270381,,
ENSG00000221163,,
ENSG00000253051,ENSGGOG00000035984,ortholog_one2one
ENSG00000199477,ENSGGOG00000034012,ortholog_one2one
ENSG00000273149,,
ENSG00000185272,ENSGGOG00000025603,ortholog_one2one
ENSG00000182974,,
ENSG00000226983,,
ENSG00000260770,,
ENSG00000183706,ENSGGOG00000026059,ortholog_many2many
ENSG00000170919,,
ENSG00000227090,,
ENSG00000230379,,
ENSG00000270505,,
ENSG00000269182,,
ENSG00000259261,ENSGGOG00000024977,ortholog_one2one
ENSG00000237444,,
ENSG00000244278,,
ENSG00000155304,ENSGGOG00000004663,ortholog_one2one
ENSG00000260320,,
ENSG00000228886,,
ENSG00000214455,,
ENSG00000251015,,
ENSG00000229303,,
ENSG00000200709,ENSGGOG00000034666,ortholog_one2one
ENSG00000197414,ENSGGOG00000026600,ortholog_one2many
ENSG00000232786,,
ENSG00000228869,,
ENSG00000235366,,
ENSG00000232512,ENSGGOG00000033053,ortholog_one2one
ENSG00000237876,,
ENSG00000260178,,
ENSG00000223870,,
ENSG00000235903,,
ENSG00000222042,,
ENSG00000238627,ENSGGOG00000035500,ortholog_one2one
ENSG00000240767,,
ENSG00000238483,ENSGGOG00000030082,ortholog_one2one
ENSG00000252854,ENSGGOG00000035479,ortholog_many2many
ENSG00000251106,,
ENSG00000261097,,
ENSG00000223336,ENSGGOG00000034241,ortholog_one2one
ENSG00000252385,ENSGGOG00000035434,ortholog_many2many
ENSG00000166200,ENSGGOG00000002827,ortholog_one2one
ENSG00000155307,ENSGGOG00000002647,ortholog_one2one
ENSG00000241353,,
ENSG00000259958,,
ENSG00000243440,,
ENSG00000231817,,
ENSG00000227019,,
ENSG00000205105,,
ENSG00000260325,,
ENSG00000230243,,
ENSG00000224517,,
ENSG00000234590,,
ENSG00000244521,,
ENSG00000234145,,
ENSG00000229423,,
ENSG00000261378,,
ENSG00000228573,,
ENSG00000153575,ENSGGOG00000015241,ortholog_one2one
ENSG00000234689,,
ENSG00000260388,,
ENSG00000227848,,
ENSG00000263172,,
ENSG00000229111,,
ENSG00000262688,,
ENSG00000266571,,
ENSG00000224510,,
ENSG00000260752,,
ENSG00000231473,,
ENSG00000264151,,
ENSG00000238086,,
ENSG00000177197,,
ENSG00000233456,,
ENSG00000180530,ENSGGOG00000012088,ortholog_one2one
ENSG00000233610,,
ENSG00000264790,,
ENSG00000222391,ENSGGOG00000028883,ortholog_one2one
ENSG00000225131,,
ENSG00000244329,,
ENSG00000265585,ENSGGOG00000029315,ortholog_many2many
ENSG00000201662,ENSGGOG00000030485,ortholog_one2one
ENSG00000263611,,
ENSG00000223724,,
ENSG00000265097,,
ENSG00000199788,ENSGGOG00000028920,ortholog_one2one
ENSG00000235957,,
ENSG00000263405,,
ENSG00000231665,,
ENSG00000227279,,
ENSG00000236577,,
ENSG00000137824,ENSGGOG00000002156,ortholog_one2one
ENSG00000266296,,
ENSG00000176882,,
ENSG00000261371,,
ENSG00000265994,,
ENSG00000203547,,
ENSG00000271238,,
ENSG00000222148,ENSGGOG00000029566,ortholog_one2one
ENSG00000181358,,
ENSG00000251719,,
ENSG00000265730,,
ENSG00000200064,ENSGGOG00000035376,ortholog_many2many
ENSG00000212085,ENSGGOG00000030623,ortholog_many2many
ENSG00000264526,,
ENSG00000264864,,
ENSG00000266479,,
ENSG00000259458,,
ENSG00000265980,,
ENSG00000221731,ENSGGOG00000029499,ortholog_one2one
ENSG00000264587,,
ENSG00000266196,,
ENSG00000265670,,
ENSG00000251702,ENSGGOG00000035851,ortholog_one2one
ENSG00000261521,,
ENSG00000231607,,
ENSG00000238376,ENSGGOG00000032817,ortholog_one2one
ENSG00000238660,ENSGGOG00000032297,ortholog_one2one
ENSG00000265888,,
ENSG00000213885,,
ENSG00000263698,,
ENSG00000185433,,
ENSG00000266729,,
ENSG00000238314,ENSGGOG00000033661,ortholog_one2one
ENSG00000229962,,
ENSG00000208006,ENSGGOG00000030216,ortholog_one2one
ENSG00000207019,ENSGGOG00000032847,ortholog_one2one
ENSG00000214359,,
ENSG00000234883,ENSGGOG00000030092,ortholog_one2one
ENSG00000207240,ENSGGOG00000033453,ortholog_one2one
ENSG00000266521,,
ENSG00000232150,,
ENSG00000260583,,
ENSG00000264859,,
ENSG00000237731,,
ENSG00000223676,,
ENSG00000227054,,
ENSG00000263304,,
ENSG00000252379,ENSGGOG00000028716,ortholog_one2one
ENSG00000221198,,
ENSG00000235514,,
ENSG00000229323,,
ENSG00000259985,,
ENSG00000200472,ENSGGOG00000033652,ortholog_one2one
ENSG00000137880,ENSGGOG00000000050,ortholog_one2one
ENSG00000265158,,
ENSG00000233783,,
ENSG00000263772,,
ENSG00000237152,,
ENSG00000251972,ENSGGOG00000032263,ortholog_many2many
ENSG00000263924,,
ENSG00000200711,ENSGGOG00000031627,ortholog_one2one
ENSG00000224541,,
ENSG00000270518,,
ENSG00000270879,,
ENSG00000273492,,
ENSG00000222320,,
ENSG00000233672,,
ENSG00000263823,,
ENSG00000206802,,
ENSG00000265273,,
ENSG00000229025,,
ENSG00000266105,,
ENSG00000232692,,
ENSG00000263917,,
ENSG00000265063,,
ENSG00000214917,,
ENSG00000265008,,
ENSG00000238982,ENSGGOG00000031764,ortholog_one2one
ENSG00000262917,,
ENSG00000263393,,
ENSG00000199373,ENSGGOG00000028724,ortholog_one2one
ENSG00000265279,,
ENSG00000263904,,
ENSG00000222395,ENSGGOG00000029155,ortholog_one2one
ENSG00000264982,,
ENSG00000215492,,
ENSG00000260389,,
ENSG00000104129,ENSGGOG00000000051,ortholog_one2one
ENSG00000221621,ENSGGOG00000031445,ortholog_one2one
ENSG00000177150,ENSGGOG00000002864,ortholog_one2one
ENSG00000263688,,
ENSG00000123201,,
ENSG00000155313,ENSGGOG00000001541,ortholog_one2one
ENSG00000197934,,
ENSG00000273115,,
ENSG00000223563,,
ENSG00000266133,,
ENSG00000215326,,
ENSG00000231236,,
ENSG00000236332,,
ENSG00000222920,ENSGGOG00000031826,ortholog_one2one
ENSG00000226792,,
ENSG00000214878,,
ENSG00000271242,,
ENSG00000263077,,
ENSG00000266072,,
ENSG00000269965,,
ENSG00000270101,,
ENSG00000101638,ENSGGOG00000013794,ortholog_one2one
ENSG00000236778,,
ENSG00000232560,ENSGGOG00000024244,ortholog_one2one
ENSG00000265146,,
ENSG00000262931,,
ENSG00000224892,,
ENSG00000243900,,
ENSG00000229906,,
ENSG00000266611,,
ENSG00000263046,,
ENSG00000252141,ENSGGOG00000035112,ortholog_one2one
ENSG00000206920,ENSGGOG00000030628,ortholog_one2one
ENSG00000242893,,
ENSG00000224451,,
ENSG00000231856,,
ENSG00000232872,,
ENSG00000236044,,
ENSG00000261138,,
ENSG00000217576,,
ENSG00000239823,,
ENSG00000265031,,
ENSG00000266804,,
ENSG00000261387,,
ENSG00000265387,,
ENSG00000154639,ENSGGOG00000001428,ortholog_one2one
ENSG00000265492,,
ENSG00000263516,,
ENSG00000243406,,
ENSG00000101654,ENSGGOG00000005524,ortholog_one2one
ENSG00000261074,,
ENSG00000078043,ENSGGOG00000025821,ortholog_one2one
ENSG00000272281,,
ENSG00000156958,ENSGGOG00000002838,ortholog_one2one
ENSG00000260220,,
ENSG00000266342,,
ENSG00000154640,ENSGGOG00000023213,ortholog_one2one
ENSG00000233300,,
ENSG00000271236,,
ENSG00000217026,,
ENSG00000219592,,
ENSG00000234052,,
ENSG00000261183,,
ENSG00000188277,ENSGGOG00000000052,ortholog_one2one
ENSG00000249139,ENSGGOG00000014420,ortholog_one2many
ENSG00000225298,,
ENSG00000264256,,
ENSG00000260587,,
ENSG00000251161,,
ENSG00000234083,,
ENSG00000259405,,
ENSG00000178457,,
ENSG00000259617,,
ENSG00000259463,,
ENSG00000232079,,
ENSG00000259521,,
ENSG00000259880,,
ENSG00000259547,,
ENSG00000158901,ENSGGOG00000006521,ortholog_one2one
ENSG00000140416,ENSGGOG00000009130,ortholog_one2one
ENSG00000157021,,
ENSG00000240847,,
ENSG00000259956,,
ENSG00000180205,ENSGGOG00000007042,ortholog_one2one
ENSG00000154642,ENSGGOG00000027981,ortholog_one2one
ENSG00000247556,,
ENSG00000260383,,
ENSG00000243355,,
ENSG00000263765,,
ENSG00000263450,,
ENSG00000267642,,
ENSG00000199204,ENSGGOG00000034192,ortholog_one2one
ENSG00000267746,,
ENSG00000267585,,
ENSG00000268873,,
ENSG00000221409,,
ENSG00000268573,,
ENSG00000257267,,
ENSG00000239683,,
ENSG00000267583,,
ENSG00000266965,,
ENSG00000267397,,
ENSG00000140577,ENSGGOG00000003442,ortholog_one2one
ENSG00000267797,,
ENSG00000207797,ENSGGOG00000028703,ortholog_one2one
ENSG00000261236,,
ENSG00000265641,,
ENSG00000166140,ENSGGOG00000000053,ortholog_one2one
ENSG00000267627,,
ENSG00000260552,,
ENSG00000267404,,
ENSG00000267456,,
ENSG00000101138,ENSGGOG00000007205,ortholog_one2one
ENSG00000252078,ENSGGOG00000035016,ortholog_one2many
ENSG00000252078,ENSGGOG00000035835,ortholog_one2many
ENSG00000267039,,
ENSG00000267651,,
ENSG00000154645,ENSGGOG00000022432,ortholog_one2one
ENSG00000260623,,
ENSG00000267707,,
ENSG00000267202,,
ENSG00000266530,,
ENSG00000243516,,
ENSG00000268566,,
ENSG00000222704,ENSGGOG00000033080,ortholog_one2one
ENSG00000253038,ENSGGOG00000035284,ortholog_one2one
ENSG00000271564,,
ENSG00000260428,,
ENSG00000267374,,
ENSG00000199605,ENSGGOG00000033335,ortholog_one2one
ENSG00000235660,,
ENSG00000180305,ENSGGOG00000012433,ortholog_one2one
ENSG00000175886,,
ENSG00000244471,,
ENSG00000259396,,
ENSG00000266148,,
ENSG00000200407,,
ENSG00000068793,ENSGGOG00000002142,ortholog_one2one
ENSG00000259838,,
ENSG00000212354,ENSGGOG00000035546,ortholog_many2many
ENSG00000267413,,
ENSG00000180083,ENSGGOG00000022748,ortholog_one2one
ENSG00000198384,,
ENSG00000260926,,
ENSG00000261715,,
ENSG00000207766,ENSGGOG00000033004,ortholog_one2one
ENSG00000267664,,
ENSG00000270702,,
ENSG00000238333,ENSGGOG00000031854,ortholog_one2one
ENSG00000260814,,
ENSG00000250379,,
ENSG00000182931,,
ENSG00000265557,,
ENSG00000267313,,
ENSG00000154646,ENSGGOG00000000610,ortholog_one2one
ENSG00000200293,ENSGGOG00000029623,ortholog_one2many
ENSG00000200293,ENSGGOG00000031286,ortholog_one2many
ENSG00000200293,ENSGGOG00000033364,ortholog_one2many
ENSG00000200293,ENSGGOG00000031463,ortholog_one2many
ENSG00000264850,,
ENSG00000259792,,
ENSG00000174171,,
ENSG00000168634,ENSGGOG00000016044,ortholog_one2one
ENSG00000221476,ENSGGOG00000030248,ortholog_one2one
ENSG00000199633,ENSGGOG00000028932,ortholog_one2one
ENSG00000267652,,
ENSG00000272003,,
ENSG00000225253,,
ENSG00000260988,,
ENSG00000259883,,
ENSG00000149651,ENSGGOG00000025988,ortholog_one2one
ENSG00000267088,,
ENSG00000246740,,
ENSG00000259708,,
ENSG00000257797,,
