Ensembl.Gene.ID	Paralog.Ensembl.Gene.ID	Ancestor
ENSG00000129480	ENSG00000203546	Homo sapiens
ENSG00000130538	ENSG00000257115	Homo sapiens
ENSG00000130810	ENSG00000243207	Homo sapiens
ENSG00000130950	ENSG00000188152	Homo sapiens
ENSG00000131503	ENSG00000254996	Homo sapiens
ENSG00000131721	ENSG00000203989	Homo sapiens
ENSG00000132207	ENSG00000181625	Homo sapiens
ENSG00000132286	ENSG00000265264	Homo sapiens
ENSG00000132612	ENSG00000260914	Homo sapiens
ENSG00000132716	ENSG00000258465	Homo sapiens
ENSG00000133475	ENSG00000183038	Homo sapiens
ENSG00000134049	ENSG00000267228	Homo sapiens
ENSG00000135213	ENSG00000196313	Homo sapiens
ENSG00000135226	ENSG00000213759	Homo sapiens
ENSG00000135722	ENSG00000265690	Homo sapiens
ENSG00000136371	ENSG00000259332	Homo sapiens
ENSG00000136488	ENSG00000213218	Homo sapiens
ENSG00000136682	ENSG00000172785	Homo sapiens
ENSG00000136698	ENSG00000152093	Homo sapiens
ENSG00000137070	ENSG00000258728	Homo sapiens
ENSG00000137259	ENSG00000168274	Homo sapiens
ENSG00000137726	ENSG00000255245	Homo sapiens
ENSG00000137767	ENSG00000260170	Homo sapiens
ENSG00000138297	ENSG00000204152	Homo sapiens
ENSG00000139180	ENSG00000255639	Homo sapiens
ENSG00000139719	ENSG00000256861	Homo sapiens
ENSG00000139915	ENSG00000272781	Homo sapiens
ENSG00000140043	ENSG00000258653	Homo sapiens
ENSG00000140488	ENSG00000273025	Homo sapiens
ENSG00000140839	ENSG00000157335	Homo sapiens
ENSG00000141052	ENSG00000273452	Homo sapiens
ENSG00000142539	ENSG00000269404	Homo sapiens
ENSG00000143184	ENSG00000143185	Homo sapiens
ENSG00000145002	ENSG00000186523	Homo sapiens
ENSG00000145107	ENSG00000273331	Homo sapiens
ENSG00000145736	ENSG00000183474	Homo sapiens
ENSG00000147380	ENSG00000166160	Homo sapiens
ENSG00000148483	ENSG00000184040	Homo sapiens
ENSG00000148824	ENSG00000254536	Homo sapiens
ENSG00000150337	ENSG00000198019	Homo sapiens
ENSG00000150527	ENSG00000258941	Homo sapiens
ENSG00000152076	ENSG00000163040	Homo sapiens
ENSG00000152078	ENSG00000271092	Homo sapiens
ENSG00000152443	ENSG00000269026	Homo sapiens
ENSG00000153779	ENSG00000176679	Homo sapiens
ENSG00000154545	ENSG00000187243	Homo sapiens
ENSG00000154710	ENSG00000243335	Homo sapiens
ENSG00000155026	ENSG00000169402	Homo sapiens
ENSG00000155428	ENSG00000178809	Homo sapiens
ENSG00000155622	ENSG00000185751	Homo sapiens
ENSG00000155957	ENSG00000228144	Homo sapiens
ENSG00000157014	ENSG00000272410	Homo sapiens
ENSG00000157315	ENSG00000259900	Homo sapiens
ENSG00000157429	ENSG00000261611	Homo sapiens
ENSG00000158747	ENSG00000270136	Homo sapiens
ENSG00000158987	ENSG00000273217	Homo sapiens
ENSG00000159123	ENSG00000184911	Homo sapiens
ENSG00000160783	ENSG00000260238	Homo sapiens
ENSG00000161574	ENSG00000267596	Homo sapiens
ENSG00000162065	ENSG00000260272	Homo sapiens
ENSG00000162747	ENSG00000203747	Homo sapiens
ENSG00000164729	ENSG00000177710	Homo sapiens
ENSG00000166136	ENSG00000255339	Homo sapiens
ENSG00000166275	ENSG00000270316	Homo sapiens
ENSG00000166507	ENSG00000272916	Homo sapiens
ENSG00000166984	ENSG00000203690	Homo sapiens
ENSG00000167578	ENSG00000171570	Homo sapiens
ENSG00000167644	ENSG00000267748	Homo sapiens
ENSG00000167646	ENSG00000267110	Homo sapiens
ENSG00000167774	ENSG00000267855	Homo sapiens
ENSG00000167930	ENSG00000269881	Homo sapiens
ENSG00000168283	ENSG00000269897	Homo sapiens
ENSG00000168522	ENSG00000254673	Homo sapiens
ENSG00000168930	ENSG00000204449	Homo sapiens
ENSG00000168970	ENSG00000243708	Homo sapiens
ENSG00000169627	ENSG00000183336	Homo sapiens
ENSG00000169953	ENSG00000172468	Homo sapiens
ENSG00000170160	ENSG00000266302	Homo sapiens
ENSG00000170276	ENSG00000254445	Homo sapiens
ENSG00000170298	ENSG00000171916	Homo sapiens
ENSG00000170465	ENSG00000185479	Homo sapiens
ENSG00000170653	ENSG00000267281	Homo sapiens
ENSG00000170727	ENSG00000204775	Homo sapiens
ENSG00000171116	ENSG00000171129	Homo sapiens
ENSG00000171478	ENSG00000171489	Homo sapiens
ENSG00000171711	ENSG00000177257	Homo sapiens
ENSG00000172058	ENSG00000205572	Homo sapiens
ENSG00000172062	ENSG00000205571	Homo sapiens
ENSG00000172969	ENSG00000220903	Homo sapiens
ENSG00000173366	ENSG00000239732	Homo sapiens
ENSG00000173610	ENSG00000270386	Homo sapiens
ENSG00000173678	ENSG00000205238	Homo sapiens
ENSG00000173933	ENSG00000248643	Homo sapiens
ENSG00000174428	ENSG00000196275	Homo sapiens
ENSG00000174886	ENSG00000267740	Homo sapiens
ENSG00000175106	ENSG00000259024	Homo sapiens
ENSG00000175265	ENSG00000215252	Homo sapiens
ENSG00000175279	ENSG00000251503	Homo sapiens
ENSG00000176340	ENSG00000256100	Homo sapiens
ENSG00000176695	ENSG00000186092	Homo sapiens
ENSG00000176782	ENSG00000177023	Homo sapiens
ENSG00000176797	ENSG00000177243	Homo sapiens
ENSG00000177151	ENSG00000196240	Homo sapiens
ENSG00000178386	ENSG00000267022	Homo sapiens
ENSG00000178586	ENSG00000182083	Homo sapiens
ENSG00000179028	ENSG00000182776	Homo sapiens
ENSG00000179304	ENSG00000182646	Homo sapiens
ENSG00000180096	ENSG00000270466	Homo sapiens
ENSG00000180658	ENSG00000243896	Homo sapiens
ENSG00000181638	ENSG00000264668	Homo sapiens
ENSG00000182330	ENSG00000204510	Homo sapiens
ENSG00000182783	ENSG00000203661	Homo sapiens
ENSG00000182957	ENSG00000273167	Homo sapiens
ENSG00000183086	ENSG00000198750	Homo sapiens
ENSG00000183305	ENSG00000184750	Homo sapiens
ENSG00000183310	ENSG00000196539	Homo sapiens
ENSG00000183558	ENSG00000203812	Homo sapiens
ENSG00000183675	ENSG00000204179	Homo sapiens
ENSG00000183678	ENSG00000184033	Homo sapiens
ENSG00000184110	ENSG00000205609	Homo sapiens
ENSG00000184313	ENSG00000271723	Homo sapiens
ENSG00000184388	ENSG00000186288	Homo sapiens
ENSG00000184923	ENSG00000214562	Homo sapiens
ENSG00000184945	ENSG00000185176	Homo sapiens
ENSG00000185304	ENSG00000187627	Homo sapiens
ENSG00000185414	ENSG00000241962	Homo sapiens
ENSG00000185554	ENSG00000185945	Homo sapiens
ENSG00000185829	ENSG00000228696	Homo sapiens
ENSG00000185928	ENSG00000263136	Homo sapiens
ENSG00000186086	ENSG00000196427	Homo sapiens
ENSG00000186562	ENSG00000186599	Homo sapiens
ENSG00000186572	ENSG00000198129	Homo sapiens
ENSG00000186579	ENSG00000187082	Homo sapiens
ENSG00000186652	ENSG00000254979	Homo sapiens
ENSG00000186660	ENSG00000255073	Homo sapiens
ENSG00000186825	ENSG00000197927	Homo sapiens
ENSG00000187010	ENSG00000188672	Homo sapiens
ENSG00000187607	ENSG00000255104	Homo sapiens
ENSG00000187650	ENSG00000267314	Homo sapiens
ENSG00000187701	ENSG00000227152	Homo sapiens
ENSG00000187786	ENSG00000188686	Homo sapiens
ENSG00000188155	ENSG00000205441	Homo sapiens
ENSG00000188199	ENSG00000228570	Homo sapiens
ENSG00000188219	ENSG00000196604	Homo sapiens
ENSG00000188223	ENSG00000205155	Homo sapiens
ENSG00000188529	ENSG00000215699	Homo sapiens
ENSG00000188536	ENSG00000206172	Homo sapiens
ENSG00000188603	ENSG00000261832	Homo sapiens
ENSG00000188629	ENSG00000270011	Homo sapiens
ENSG00000188818	ENSG00000206077	Homo sapiens
ENSG00000189157	ENSG00000272414	Homo sapiens
ENSG00000189266	ENSG00000215700	Homo sapiens
ENSG00000196466	ENSG00000268870	Homo sapiens
ENSG00000196565	ENSG00000213934	Homo sapiens
ENSG00000196689	ENSG00000262304	Homo sapiens
ENSG00000196826	ENSG00000242852	Homo sapiens
ENSG00000196834	ENSG00000222038	Homo sapiens
ENSG00000196936	ENSG00000198128	Homo sapiens
ENSG00000196990	ENSG00000215611	Homo sapiens
ENSG00000197021	ENSG00000197620	Homo sapiens
ENSG00000197054	ENSG00000267179	Homo sapiens
ENSG00000197077	ENSG00000251180	Homo sapiens
ENSG00000197114	ENSG00000273154	Homo sapiens
ENSG00000197360	ENSG00000229676	Homo sapiens
ENSG00000197580	ENSG00000272790	Homo sapiens
ENSG00000197919	ENSG00000233816	Homo sapiens
ENSG00000198035	ENSG00000204172	Homo sapiens
ENSG00000198040	ENSG00000218497	Homo sapiens
ENSG00000198393	ENSG00000236575	Homo sapiens
ENSG00000198743	ENSG00000272962	Homo sapiens
ENSG00000198874	ENSG00000254184	Homo sapiens
ENSG00000198946	ENSG00000204645	Homo sapiens
ENSG00000203896	ENSG00000273047	Homo sapiens
ENSG00000204003	ENSG00000267206	Homo sapiens
ENSG00000204267	ENSG00000250264	Homo sapiens
ENSG00000204388	ENSG00000204389	Homo sapiens
ENSG00000204410	ENSG00000255152	Homo sapiens
ENSG00000204422	ENSG00000255552	Homo sapiens
ENSG00000204424	ENSG00000250641	Homo sapiens
ENSG00000204478	ENSG00000204486	Homo sapiens
ENSG00000204479	ENSG00000204488	Homo sapiens
ENSG00000204480	ENSG00000204491	Homo sapiens
ENSG00000204481	ENSG00000204495	Homo sapiens
ENSG00000204503	ENSG00000204508	Homo sapiens
ENSG00000204572	ENSG00000205867	Homo sapiens
ENSG00000204577	ENSG00000244482	Homo sapiens
ENSG00000205021	ENSG00000256515	Homo sapiens
ENSG00000205236	ENSG00000267368	Homo sapiens
ENSG00000205496	ENSG00000205497	Homo sapiens
ENSG00000205544	ENSG00000262481	Homo sapiens
ENSG00000205810	ENSG00000255641	Homo sapiens
ENSG00000205863	ENSG00000240654	Homo sapiens
ENSG00000212724	ENSG00000213417	Homo sapiens
ENSG00000212725	ENSG00000214518	Homo sapiens
ENSG00000212807	ENSG00000221970	Homo sapiens
ENSG00000213022	ENSG00000269741	Homo sapiens
ENSG00000213123	ENSG00000272741	Homo sapiens
ENSG00000213145	ENSG00000257341	Homo sapiens
ENSG00000213204	ENSG00000272514	Homo sapiens
ENSG00000213240	ENSG00000255168	Homo sapiens
ENSG00000213390	ENSG00000269891	Homo sapiens
ENSG00000213424	ENSG00000264058	Homo sapiens
ENSG00000213471	ENSG00000261147	Homo sapiens
ENSG00000213533	ENSG00000248592	Homo sapiens
ENSG00000213648	ENSG00000261052	Homo sapiens
ENSG00000213906	ENSG00000272658	Homo sapiens
ENSG00000214021	ENSG00000250151	Homo sapiens
ENSG00000214046	ENSG00000268790	Homo sapiens
ENSG00000214265	ENSG00000273173	Homo sapiens
ENSG00000214338	ENSG00000255330	Homo sapiens
ENSG00000214645	ENSG00000269746	Homo sapiens
ENSG00000215020	ENSG00000215033	Homo sapiens
ENSG00000215029	ENSG00000215046	Homo sapiens
ENSG00000215041	ENSG00000261915	Homo sapiens
ENSG00000215343	ENSG00000215356	Homo sapiens
ENSG00000215642	ENSG00000157423	Homo sapiens
ENSG00000215764	ENSG00000242019	Homo sapiens
ENSG00000219626	ENSG00000266118	Homo sapiens
ENSG00000220205	ENSG00000263620	Homo sapiens
ENSG00000222005	ENSG00000239332	Homo sapiens
ENSG00000223572	ENSG00000237289	Homo sapiens
ENSG00000223601	ENSG00000255423	Homo sapiens
ENSG00000223638	ENSG00000229292	Homo sapiens
ENSG00000224389	ENSG00000244731	Homo sapiens
ENSG00000224838	ENSG00000267812	Homo sapiens
ENSG00000224916	ENSG00000267467	Homo sapiens
ENSG00000227234	ENSG00000235604	Homo sapiens
ENSG00000228537	ENSG00000238091	Homo sapiens
ENSG00000230000	ENSG00000268181	Homo sapiens
ENSG00000230567	ENSG00000235173	Homo sapiens
ENSG00000232859	ENSG00000266202	Homo sapiens
ENSG00000234068	ENSG00000238269	Homo sapiens
ENSG00000235718	ENSG00000259159	Homo sapiens
ENSG00000237847	ENSG00000268991	Homo sapiens
ENSG00000239697	ENSG00000248871	Homo sapiens
ENSG00000239789	ENSG00000249773	Homo sapiens
ENSG00000240224	ENSG00000244474	Homo sapiens
ENSG00000240747	ENSG00000273291	Homo sapiens
ENSG00000241484	ENSG00000248405	Homo sapiens
ENSG00000241635	ENSG00000243135	Homo sapiens
ENSG00000241644	ENSG00000254959	Homo sapiens
ENSG00000241852	ENSG00000248235	Homo sapiens
ENSG00000242498	ENSG00000250021	Homo sapiens
ENSG00000242574	ENSG00000248993	Homo sapiens
ENSG00000243251	ENSG00000258838	Homo sapiens
ENSG00000243414	ENSG00000251201	Homo sapiens
ENSG00000243646	ENSG00000249624	Homo sapiens
ENSG00000243696	ENSG00000272573	Homo sapiens
ENSG00000248469	ENSG00000249109	Homo sapiens
ENSG00000253117	ENSG00000258417	Homo sapiens
ENSG00000254553	ENSG00000273274	Homo sapiens
ENSG00000254709	ENSG00000211675	Homo sapiens
ENSG00000255251	ENSG00000255378	Homo sapiens
ENSG00000255561	ENSG00000258529	Homo sapiens
ENSG00000256671	ENSG00000256977	Homo sapiens
ENSG00000257594	ENSG00000259075	Homo sapiens
ENSG00000258130	ENSG00000258150	Homo sapiens
ENSG00000258436	ENSG00000259060	Homo sapiens
ENSG00000259207	ENSG00000259753	Homo sapiens
ENSG00000259511	ENSG00000259658	Homo sapiens
ENSG00000259680	ENSG00000271130	Homo sapiens
ENSG00000259752	ENSG00000267885	Homo sapiens
ENSG00000261857	ENSG00000268975	Homo sapiens
ENSG00000268223	ENSG00000268714	Homo sapiens
ENSG00000268343	ENSG00000268531	Homo sapiens
ENSG00000268578	ENSG00000269337	Homo sapiens
ENSG00000268964	ENSG00000269526	Homo sapiens
ENSG00000269242	ENSG00000104774	Homo sapiens
ENSG00000269358	ENSG00000269831	Homo sapiens
ENSG00000012963	ENSG00000259066	Homininae
ENSG00000033011	ENSG00000189366	Homininae
ENSG00000066813	ENSG00000183747	Homininae
ENSG00000087995	ENSG00000165055	Homininae
ENSG00000095319	ENSG00000251184	Homininae
ENSG00000099290	ENSG00000174196	Homininae
ENSG00000099715	ENSG00000102290	Homininae
ENSG00000099992	ENSG00000248751	Homininae
ENSG00000100014	ENSG00000258555	Homininae
ENSG00000100121	ENSG00000149435	Homininae
ENSG00000101266	ENSG00000254598	Homininae
ENSG00000104835	ENSG00000269547	Homininae
ENSG00000104972	ENSG00000170866	Homininae
ENSG00000105835	ENSG00000229644	Homininae
ENSG00000105889	ENSG00000164647	Homininae
ENSG00000108448	ENSG00000221926	Homininae
ENSG00000110057	ENSG00000233094	Homininae
ENSG00000111275	ENSG00000257767	Homininae
ENSG00000111775	ENSG00000226976	Homininae
ENSG00000114395	ENSG00000272104	Homininae
ENSG00000115042	ENSG00000144199	Homininae
ENSG00000116985	ENSG00000183682	Homininae
ENSG00000119673	ENSG00000184227	Homininae
ENSG00000122543	ENSG00000135175	Homininae
ENSG00000122852	ENSG00000185303	Homininae
ENSG00000125498	ENSG00000243772	Homininae
ENSG00000127780	ENSG00000180016	Homininae
ENSG00000128185	ENSG00000183628	Homininae
ENSG00000128394	ENSG00000243811	Homininae
ENSG00000129824	ENSG00000157828	Homininae
ENSG00000132507	ENSG00000253626	Homininae
ENSG00000132958	ENSG00000166157	Homininae
ENSG00000134339	ENSG00000173432	Homininae
ENSG00000134551	ENSG00000231887	Homininae
ENSG00000134899	ENSG00000270181	Homininae
ENSG00000135976	ENSG00000174501	Homininae
ENSG00000136939	ENSG00000171459	Homininae
ENSG00000143811	ENSG00000255835	Homininae
ENSG00000144785	ENSG00000257727	Homininae
ENSG00000148513	ENSG00000180777	Homininae
ENSG00000150244	ENSG00000223417	Homininae
ENSG00000151632	ENSG00000187134	Homininae
ENSG00000152082	ENSG00000173272	Homininae
ENSG00000153936	ENSG00000267561	Homininae
ENSG00000154803	ENSG00000264187	Homininae
ENSG00000157950	ENSG00000241476	Homininae
ENSG00000159455	ENSG00000187180	Homininae
ENSG00000159640	ENSG00000264813	Homininae
ENSG00000161103	ENSG00000239511	Homininae
ENSG00000161133	ENSG00000184979	Homininae
ENSG00000162066	ENSG00000259784	Homininae
ENSG00000163202	ENSG00000185966	Homininae
ENSG00000163216	ENSG00000203785	Homininae
ENSG00000163283	ENSG00000163286	Homininae
ENSG00000164037	ENSG00000183704	Homininae
ENSG00000166351	ENSG00000183206	Homininae
ENSG00000166822	ENSG00000261717	Homininae
ENSG00000168028	ENSG00000205246	Homininae
ENSG00000169756	ENSG00000257207	Homininae
ENSG00000169789	ENSG00000169807	Homininae
ENSG00000169955	ENSG00000260869	Homininae
ENSG00000171847	ENSG00000229924	Homininae
ENSG00000172236	ENSG00000197253	Homininae
ENSG00000173113	ENSG00000268412	Homininae
ENSG00000173213	ENSG00000173876	Homininae
ENSG00000174483	ENSG00000256349	Homininae
ENSG00000176299	ENSG00000182974	Homininae
ENSG00000177201	ENSG00000177212	Homininae
ENSG00000178934	ENSG00000205076	Homininae
ENSG00000180071	ENSG00000230453	Homininae
ENSG00000181761	ENSG00000181767	Homininae
ENSG00000182315	ENSG00000230522	Homininae
ENSG00000182782	ENSG00000255398	Homininae
ENSG00000183154	ENSG00000246366	Homininae
ENSG00000183292	ENSG00000184761	Homininae
ENSG00000183542	ENSG00000255819	Homininae
ENSG00000183709	ENSG00000197110	Homininae
ENSG00000184659	ENSG00000170122	Homininae
ENSG00000185013	ENSG00000250741	Homininae
ENSG00000186272	ENSG00000269533	Homininae
ENSG00000186803	ENSG00000234829	Homininae
ENSG00000188428	ENSG00000259040	Homininae
ENSG00000188610	ENSG00000203817	Homininae
ENSG00000189013	ENSG00000221957	Homininae
ENSG00000189190	ENSG00000213020	Homininae
ENSG00000196648	ENSG00000184206	Homininae
ENSG00000196661	ENSG00000204293	Homininae
ENSG00000197172	ENSG00000221867	Homininae
ENSG00000197465	ENSG00000250361	Homininae
ENSG00000197713	ENSG00000235376	Homininae
ENSG00000197870	ENSG00000230657	Homininae
ENSG00000198077	ENSG00000255974	Homininae
ENSG00000198601	ENSG00000228198	Homininae
ENSG00000203443	ENSG00000267979	Homininae
ENSG00000204370	ENSG00000255292	Homininae
ENSG00000204397	ENSG00000255221	Homininae
ENSG00000204516	ENSG00000204520	Homininae
ENSG00000204531	ENSG00000212993	Homininae
ENSG00000204661	ENSG00000228259	Homininae
ENSG00000204961	ENSG00000204963	Homininae
ENSG00000205084	ENSG00000260092	Homininae
ENSG00000205754	ENSG00000257062	Homininae
ENSG00000212722	ENSG00000240871	Homininae
ENSG00000213213	ENSG00000272896	Homininae
ENSG00000214575	ENSG00000260836	Homininae
ENSG00000215615	ENSG00000215750	Homininae
ENSG00000221840	ENSG00000225997	Homininae
ENSG00000223569	ENSG00000223443	Homininae
ENSG00000224336	ENSG00000225516	Homininae
ENSG00000226288	ENSG00000232268	Homininae
ENSG00000226907	ENSG00000242284	Homininae
ENSG00000231192	ENSG00000233412	Homininae
ENSG00000231924	ENSG00000221878	Homininae
ENSG00000232948	ENSG00000233050	Homininae
ENSG00000240583	ENSG00000250424	Homininae
ENSG00000240682	ENSG00000261796	Homininae
ENSG00000241058	ENSG00000271786	Homininae
ENSG00000242221	ENSG00000243130	Homininae
ENSG00000243317	ENSG00000267889	Homininae
ENSG00000243649	ENSG00000244255	Homininae
ENSG00000243955	ENSG00000244067	Homininae
ENSG00000248098	ENSG00000255730	Homininae
ENSG00000256715	ENSG00000268590	Homininae
ENSG00000257017	ENSG00000261701	Homininae
ENSG00000258588	ENSG00000258659	Homininae
ENSG00000078399	ENSG00000257184	Hominidae
ENSG00000111700	ENSG00000257046	Hominidae
ENSG00000120328	ENSG00000197479	Hominidae
ENSG00000126214	ENSG00000256500	Hominidae
ENSG00000126550	ENSG00000205649	Hominidae
ENSG00000127328	ENSG00000258052	Hominidae
ENSG00000130592	ENSG00000269099	Hominidae
ENSG00000143556	ENSG00000184330	Hominidae
ENSG00000147059	ENSG00000186787	Hominidae
ENSG00000151366	ENSG00000259112	Hominidae
ENSG00000162365	ENSG00000187048	Hominidae
ENSG00000164871	ENSG00000178287	Hominidae
ENSG00000167850	ENSG00000167851	Hominidae
ENSG00000168925	ENSG00000168928	Hominidae
ENSG00000182824	ENSG00000188280	Hominidae
ENSG00000188051	ENSG00000269035	Hominidae
ENSG00000189064	ENSG00000215274	Hominidae
ENSG00000189375	ENSG00000214946	Hominidae
ENSG00000196109	ENSG00000269067	Hominidae
ENSG00000196417	ENSG00000203326	Hominidae
ENSG00000203815	ENSG00000268674	Hominidae
ENSG00000204700	ENSG00000204702	Hominidae
ENSG00000204807	ENSG00000231997	Hominidae
ENSG00000205439	ENSG00000221864	Hominidae
ENSG00000212899	ENSG00000212900	Hominidae
ENSG00000214753	ENSG00000234857	Hominidae
ENSG00000214819	ENSG00000223510	Hominidae
ENSG00000224089	ENSG00000236446	Hominidae
ENSG00000244242	ENSG00000250644	Hominidae
ENSG00000255374	ENSG00000256436	Hominidae
ENSG00000255800	ENSG00000257019	Hominidae
ENSG00000000971	ENSG00000116785	Hominoidea
ENSG00000057149	ENSG00000206073	Hominoidea
ENSG00000059804	ENSG00000173262	Hominoidea
ENSG00000072694	ENSG00000143226	Hominoidea
ENSG00000081842	ENSG00000204962	Hominoidea
ENSG00000083812	ENSG00000249471	Hominoidea
ENSG00000099810	ENSG00000264545	Hominoidea
ENSG00000104818	ENSG00000104826	Hominoidea
ENSG00000108417	ENSG00000171360	Hominoidea
ENSG00000109208	ENSG00000171201	Hominoidea
ENSG00000120563	ENSG00000151033	Hominoidea
ENSG00000124103	ENSG00000213714	Hominoidea
ENSG00000124172	ENSG00000180389	Hominoidea
ENSG00000126249	ENSG00000266953	Hominoidea
ENSG00000128383	ENSG00000179750	Hominoidea
ENSG00000129084	ENSG00000256206	Hominoidea
ENSG00000129204	ENSG00000170832	Hominoidea
ENSG00000135314	ENSG00000243501	Hominoidea
ENSG00000139133	ENSG00000175548	Hominoidea
ENSG00000142789	ENSG00000219073	Hominoidea
ENSG00000143590	ENSG00000251246	Hominoidea
ENSG00000143768	ENSG00000243709	Hominoidea
ENSG00000144043	ENSG00000258881	Hominoidea
ENSG00000146938	ENSG00000165246	Hominoidea
ENSG00000148110	ENSG00000196312	Hominoidea
ENSG00000148672	ENSG00000182890	Hominoidea
ENSG00000149531	ENSG00000220023	Hominoidea
ENSG00000149742	ENSG00000196600	Hominoidea
ENSG00000160229	ENSG00000237440	Hominoidea
ENSG00000160321	ENSG00000196350	Hominoidea
ENSG00000166363	ENSG00000170790	Hominoidea
ENSG00000167880	ENSG00000214860	Hominoidea
ENSG00000169249	ENSG00000212643	Hominoidea
ENSG00000169951	ENSG00000261459	Hominoidea
ENSG00000170442	ENSG00000205426	Hominoidea
ENSG00000178700	ENSG00000228716	Hominoidea
ENSG00000178928	ENSG00000259009	Hominoidea
ENSG00000182111	ENSG00000197123	Hominoidea
ENSG00000182816	ENSG00000198390	Hominoidea
ENSG00000183791	ENSG00000206181	Hominoidea
ENSG00000185379	ENSG00000267618	Hominoidea
ENSG00000186117	ENSG00000205030	Hominoidea
ENSG00000188100	ENSG00000231122	Hominoidea
ENSG00000189253	ENSG00000214891	Hominoidea
ENSG00000189376	ENSG00000259305	Hominoidea
ENSG00000196805	ENSG00000241794	Hominoidea
ENSG00000196967	ENSG00000245680	Hominoidea
ENSG00000197414	ENSG00000174450	Hominoidea
ENSG00000197859	ENSG00000215616	Hominoidea
ENSG00000198074	ENSG00000227471	Hominoidea
ENSG00000198205	ENSG00000198455	Hominoidea
ENSG00000203857	ENSG00000203859	Hominoidea
ENSG00000203923	ENSG00000204363	Hominoidea
ENSG00000204525	ENSG00000234745	Hominoidea
ENSG00000205358	ENSG00000244020	Hominoidea
ENSG00000221852	ENSG00000221880	Hominoidea
ENSG00000221874	ENSG00000258405	Hominoidea
ENSG00000226761	ENSG00000256188	Hominoidea
ENSG00000228278	ENSG00000229314	Hominoidea
ENSG00000236981	ENSG00000254737	Hominoidea
ENSG00000254834	ENSG00000255012	Hominoidea
ENSG00000006059	ENSG00000131737	Catarrhini
ENSG00000010438	ENSG00000204983	Catarrhini
ENSG00000026297	ENSG00000249141	Catarrhini
ENSG00000065371	ENSG00000114547	Catarrhini
ENSG00000068781	ENSG00000243244	Catarrhini
ENSG00000085514	ENSG00000121716	Catarrhini
ENSG00000090889	ENSG00000226650	Catarrhini
ENSG00000092036	ENSG00000259132	Catarrhini
ENSG00000099721	ENSG00000125363	Catarrhini
ENSG00000100336	ENSG00000128284	Catarrhini
ENSG00000100342	ENSG00000128335	Catarrhini
ENSG00000105198	ENSG00000249861	Catarrhini
ENSG00000109181	ENSG00000171234	Catarrhini
ENSG00000109272	ENSG00000163737	Catarrhini
ENSG00000110077	ENSG00000166926	Catarrhini
ENSG00000112763	ENSG00000124508	Catarrhini
